season,team,position,status,full_name,first_name,last_name,gsis_id,pff_id,years_exp,week,game_type,rookie_year,team_number
2015,ARZ,QB,ACT,Carson Palmer,Carson,Palmer,00-0021429,1317,12,1,REG,2003,1
2015,ARZ,WR,ACT,Larry Fitzgerald,Larry,Fitzgerald,00-0022921,1724,11,1,REG,2004,1
2015,ARZ,DL,ACT,Frostee Rucker,Frostee,Rucker,00-0024306,3036,9,1,REG,2006,1
2015,ARZ,QB,ACT,Drew Stanton,Drew,Stanton,00-0025430,3659,8,1,REG,2007,1
2015,ARZ,OL,ACT,Lyle Sendlein,Lyle,Sendlein,00-0025682,NA,8,1,REG,2007,1
2015,ARZ,DL,ACT,Calais Campbell,Calais,Campbell,00-0026190,4364,7,1,REG,2008,1
2015,ARZ,OL,ACT,A.Q. Shipley,Allan,Shipley,00-0026950,NA,6,1,REG,2009,1
2015,ARZ,DB,ACT,Jerraud Powers,Courtney,Powers,00-0027064,NA,6,1,REG,2009,1
2015,ARZ,DB,ACT,Rashad Johnson,Julian,Johnson,00-0027067,NA,6,1,REG,2009,1
2015,ARZ,DB,ACT,Chris Clemons,Christian,Clemons,00-0027115,NA,6,1,REG,2009,1
2015,ARZ,OL,ACT,Ted Larsen,Theodore,Larsen,00-0027607,NA,5,1,REG,2010,1
2015,ARZ,OL,ACT,Jared Veldheer,Edwin,Veldheer,00-0027674,NA,5,1,REG,2010,1
2015,ARZ,OL,ACT,Mike Iupati,Mike,Iupati,00-0027869,NA,5,1,REG,2010,1
2015,ARZ,LB,ACT,Sean Weatherspoon,Franklin,Weatherspoon,00-0027871,NA,5,1,REG,2010,1
2015,ARZ,WR,ACT,Jermaine Gresham,Jermaine,Gresham,00-0027873,5546,5,1,REG,2010,1
2015,ARZ,DB,ACT,Patrick Peterson,Patrick,Peterson,00-0027943,6157,4,1,REG,2011,1
2015,ARZ,P,ACT,Drew Butler,Drew,Butler,00-0028952,NA,3,1,REG,2012,1
2015,ARZ,OL,ACT,Bradley Sowell,Bradley,Sowell,00-0029091,NA,3,1,REG,2012,1
2015,ARZ,WR,ACT,Brittan Golden,Brittan,Golden,00-0029336,7481,3,1,REG,2012,1
2015,ARZ,DB,ACT,Justin Bethel,Justin,Bethel,00-0029530,7654,3,1,REG,2012,1
2015,ARZ,WR,ACT,Michael Floyd,Michael,Floyd,00-0029638,7019,3,1,REG,2012,1
2015,ARZ,WR,ACT,Darren Fells,Darren,Fells,00-0029738,8549,2,1,REG,2013,1
2015,ARZ,RB,ACT,Stepfan Taylor,Stepfan,Taylor,00-0030282,7922,2,1,REG,2013,1
2015,ARZ,RB,ACT,Andre Ellington,Andre,Ellington,00-0030287,7968,2,1,REG,2013,1
2015,ARZ,DB,ACT,Tony Jefferson,Tony,Jefferson,00-0030294,8361,2,1,REG,2013,1
2015,ARZ,WR,ACT,Jaron Brown,Jaron,Brown,00-0030300,8128,2,1,REG,2013,1
2015,ARZ,LB,ACT,Kevin Minter,Kevin,Minter,00-0030382,7826,2,1,REG,2013,1
2015,ARZ,QB,ACT,Matt Barkley,Matthew,Barkley,00-0030533,7880,2,1,REG,2013,1
2015,ARZ,OL,ACT,Jonathan Cooper,Jonathan,Cooper,00-0030590,NA,2,1,REG,2013,1
2015,ARZ,DL,ACT,Josh Mauro,Josh,Mauro,00-0030883,9003,1,1,REG,2014,1
2015,ARZ,K,ACT,Chandler Catanzaro,Chandler,Catanzaro,00-0030896,9140,1,1,REG,2014,1
2015,ARZ,WR,ACT,Troy Niklas,Troy,Niklas,00-0031044,8687,1,1,REG,2014,1
2015,ARZ,LB,ACT,Kareem Martin,Kareem,Martin,00-0031050,8719,1,1,REG,2014,1
2015,ARZ,WR,ACT,John Brown,John,Brown,00-0031051,8726,1,1,REG,2014,1
2015,ARZ,DL,ACT,Ed Stinson,Edward,Stinson,00-0031265,NA,1,1,REG,2014,1
2015,ARZ,DB,ACT,Deone Bucannon,Deone,Bucannon,00-0031366,8662,1,1,REG,2014,1
2015,ARZ,RB,ACT,Kerwynn Williams,Kerwynn,Williams,00-0030117,8013,2,2,REG,2013,1
2015,ARZ,OL,ACT,Bobby Massie,Bobby,Massie,00-0029528,NA,3,3,REG,2012,1
2015,ARZ,LB,ACT,Dwight Freeney,Dwight,Freeney,00-0021146,NA,13,6,REG,2002,1
2015,ARZ,DL,ACT,Red Bryant,Joseph,Bryant,00-0026261,NA,7,12,REG,2008,1
2015,ARZ,DB,ACT,Corey White,Corey,White,00-0029658,NA,3,13,REG,2012,1
2015,ARZ,DB,ACT,D.J. Swearinger,Dayario,Swearinger,00-0030566,7838,2,14,REG,2013,1
2015,ARZ,LB,ACT,Jason Babin,Jason,Babin,00-0022695,NA,11,19,DIV,2004,1
2015,ATL,WR,ACT,Roddy White,Sharod,White,00-0023462,2244,10,1,REG,2005,2
2015,ATL,DL,ACT,Jonathan Babineaux,Jonathan,Babineaux,00-0023494,NA,10,1,REG,2005,2
2015,ATL,OL,ACT,Chris Chester,Chris,Chester,00-0024271,NA,9,1,REG,2006,2
2015,ATL,WR,ACT,Devin Hester,Devin,Hester,00-0024272,3002,9,1,REG,2006,2
2015,ATL,WR,ACT,Eric Weems,Eric,Weems,00-0024535,NA,8,1,REG,2007,2
2015,ATL,LB,ACT,Justin Durant,Justin,Durant,00-0025435,NA,8,1,REG,2007,2
2015,ATL,OL,ACT,Tyler Polumbus,Tyler,Polumbus,00-0025826,NA,7,1,REG,2008,2
2015,ATL,QB,ACT,Matt Ryan,Matthew,Ryan,00-0026143,4317,7,1,REG,2008,2
2015,ATL,DB,ACT,Charles Godfrey,Charles,Godfrey,00-0026207,NA,7,1,REG,2008,2
2015,ATL,WR,ACT,Jacob Tamme,Jacob,Tamme,00-0026267,4441,7,1,REG,2008,2
2015,ATL,DL,ACT,Kroy Biermann,Kroy,Biermann,00-0026294,NA,7,1,REG,2008,2
2015,ATL,DL,ACT,Tyson Jackson,Tyson,Jackson,00-0026980,NA,6,1,REG,2009,2
2015,ATL,OL,ACT,Andy Levitre,Andrew,Levitre,00-0027027,NA,6,1,REG,2009,2
2015,ATL,DB,ACT,Phillip Adams,Phillip,Adams,00-0027610,NA,5,1,REG,2010,2
2015,ATL,LB,ACT,O'Brien Schofield,O'Brien,Schofield,00-0027730,NA,5,1,REG,2010,2
2015,ATL,WR,ACT,Julio Jones,Quintorris,Jones,00-0027944,6158,4,1,REG,2011,2
2015,ATL,DL,ACT,Adrian Clayborn,Adrian,Clayborn,00-0027958,6172,4,1,REG,2011,2
2015,ATL,LB,ACT,Brooks Reed,Brooks,Reed,00-0027980,6194,4,1,REG,2011,2
2015,ATL,WR,ACT,Leonard Hankerson,Leonard,Hankerson,00-0028017,6231,4,1,REG,2011,2
2015,ATL,P,ACT,Matt Bosher,Matt,Bosher,00-0028130,6344,4,1,REG,2011,2
2015,ATL,OL,ACT,Mike Person,Michael,Person,00-0028177,NA,4,1,REG,2011,2
2015,ATL,OL,ACT,Bryce Harris,Bryce,Harris,00-0028862,NA,3,1,REG,2012,2
2015,ATL,OL,ACT,Gino Gradkowski,Gino,Gradkowski,00-0029268,NA,3,1,REG,2012,2
2015,ATL,LB,ACT,Nathan Stupar,Stephen,Stupar,00-0029629,7214,3,1,REG,2012,2
2015,ATL,LB,ACT,Joplo Bartu,Joplo,Bartu,00-0029770,NA,2,1,REG,2013,2
2015,ATL,OL,ACT,Ryan Schraeder,Ryan,Schraeder,00-0029786,NA,2,1,REG,2013,2
2015,ATL,LB,ACT,Paul Worrilow,Paul,Worrilow,00-0029792,8141,2,1,REG,2013,2
2015,ATL,WR,ACT,Nick Williams,Nick,Williams,00-0029848,8005,2,1,REG,2013,2
2015,ATL,DL,ACT,Malliciah Goodman,Malliciah,Goodman,00-0030424,NA,2,1,REG,2013,2
2015,ATL,DB,ACT,Kemal Ishmael,Kemal,Ishmael,00-0030427,8026,2,1,REG,2013,2
2015,ATL,WR,ACT,Levine Toilolo,Levine,Toilolo,00-0030443,7915,2,1,REG,2013,2
2015,ATL,DB,ACT,Robert Alford,Robert,Alford,00-0030528,7841,2,1,REG,2013,2
2015,ATL,DB,ACT,Desmond Trufant,Desmond,Trufant,00-0030562,7803,2,1,REG,2013,2
2015,ATL,OL,ACT,Jake Matthews,Jacob,Matthews,00-0031279,NA,1,1,REG,2014,2
2015,ATL,DL,ACT,Ra'Shede Hageman,Ra'Shede,Hageman,00-0031281,8672,1,1,REG,2014,2
2015,ATL,RB,ACT,Devonta Freeman,Devonta,Freeman,00-0031285,8738,1,1,REG,2014,2
2015,ATL,OL,ACT,Jake Long,Jake,Long,00-0025820,NA,7,2,REG,2008,2
2015,ATL,WR,ACT,Tony Moeaki,Anthony,Moeaki,00-0027695,5617,5,5,REG,2010,2
2015,ATL,LB,ACT,Philip Wheeler,Philip,Wheeler,00-0026233,NA,7,7,REG,2008,2
2015,ATL,K,ACT,Shayne Graham,Shayne,Graham,00-0019536,NA,15,12,REG,2000,2
2015,ATL,OL,ACT,Ben Garland,Ben,Garland,00-0027282,NA,5,15,REG,2010,2
2015,BLT,QB,ACT,Matt Schaub,Matt,Schaub,00-0022787,1811,11,1,REG,2004,3
2015,BLT,LB,ACT,Daryl Smith,Daryl,Smith,00-0022839,NA,11,1,REG,2004,3
2015,BLT,LB,ACT,Elvis Dumervil,Elvis,Dumervil,00-0024341,NA,9,1,REG,2006,3
2015,BLT,P,ACT,Sam Koch,Sam,Koch,00-0024417,3148,9,1,REG,2006,3
2015,BLT,OL,ACT,Marshal Yanda,Marshal,Yanda,00-0025473,NA,8,1,REG,2007,3
2015,BLT,DB,ACT,Kyle Arrington,Kyle,Arrington,00-0026071,NA,7,1,REG,2008,3
2015,BLT,DB,ACT,Lardarius Webb,Lardarius,Webb,00-0027060,NA,6,1,REG,2009,3
2015,BLT,DB,ACT,Anthony Levine,Anthony,Levine,00-0027539,6013,5,1,REG,2010,3
2015,BLT,LB,ACT,Albert McClellan,Albert,McClellan,00-0027560,6022,5,1,REG,2010,3
2015,BLT,DB,ACT,Kendrick Lewis,Kendrick,Lewis,00-0027736,5659,5,1,REG,2010,3
2015,BLT,DB,ACT,Jimmy Smith,James,Smith,00-0027965,6179,4,1,REG,2011,3
2015,BLT,DL,ACT,Lawrence Guy,Lawrence,Guy,00-0028171,6385,4,1,REG,2011,3
2015,BLT,WR,ACT,Kamar Aiken,Kamar,Aiken,00-0028497,6671,4,1,REG,2011,3
2015,BLT,LB,ACT,Courtney Upshaw,Courtney,Upshaw,00-0029252,NA,3,1,REG,2012,3
2015,BLT,OL,ACT,Kelechi Osemele,Kelechi,Osemele,00-0029259,NA,3,1,REG,2012,3
2015,BLT,DB,ACT,Will Hill,Willie,Hill,00-0029407,NA,3,1,REG,2012,3
2015,BLT,K,ACT,Justin Tucker,Justin,Tucker,00-0029597,7604,3,1,REG,2012,3
2015,BLT,OL,ACT,Ricky Wagner,Richard,Wagner,00-0029893,NA,2,1,REG,2013,3
2015,BLT,DB,ACT,Brynden Trawick,Brynden,Trawick,00-0030020,8471,2,1,REG,2013,3
2015,BLT,LB,ACT,Arthur Brown,Arthur,Brown,00-0030458,NA,2,1,REG,2013,3
2015,BLT,DL,ACT,Brandon Williams,Brandon,Williams,00-0030511,7875,2,1,REG,2013,3
2015,BLT,OL,ACT,James Hurst,James,Hurst,00-0030694,NA,1,1,REG,2014,3
2015,BLT,LB,ACT,Zach Orr,Zachary,Orr,00-0030700,NA,1,1,REG,2014,3
2015,BLT,OL,ACT,John Urschel,John,Urschel,00-0030996,NA,1,1,REG,2014,3
2015,BLT,DL,ACT,Timmy Jernigan,Timothy,Jernigan,00-0031170,8683,1,1,REG,2014,3
2015,BLT,LB,ACT,C.J. Mosley,Clinton,Mosley,00-0031296,8652,1,1,REG,2014,3
2015,BLT,DB,ACT,Terrence Brooks,Terrence,Brooks,00-0031338,8714,1,1,REG,2014,3
2015,BLT,WR,ACT,Jeremy Ross,Jeremy,Ross,00-0028249,NA,4,5,REG,2011,3
2015,BLT,WR,ACT,Chris Givens,Christopher,Givens,00-0029614,7096,3,5,REG,2012,3
2015,BLT,DB,ACT,Shareece Wright,Shareece,Wright,00-0028027,6241,4,6,REG,2011,3
2015,BLT,DB,ACT,Cassius Vaughn,Cassius,Vaughn,00-0027290,NA,5,11,REG,2010,3
2015,BLT,RB,ACT,Terrance West,Terrance,West,00-0031375,8729,1,11,REG,2014,3
2015,BLT,QB,ACT,Jimmy Clausen,James,Clausen,00-0027659,5573,5,12,REG,2010,3
2015,BLT,WR,ACT,Konrad Reuland,Konrad,Reuland,00-0028238,NA,4,14,REG,2011,3
2015,BLT,WR,ACT,Chris Matthews,Chris,Matthews,00-0028702,NA,4,14,REG,2011,3
2015,BLT,QB,ACT,Ryan Mallett,Ryan,Mallett,00-0028012,6226,4,15,REG,2011,3
2015,BLT,DB,ACT,Jumal Rolle,Jumal,Rolle,00-0029876,NA,2,15,REG,2013,3
2015,BLT,LB,ACT,Chris Carter,Christopher,Carter,00-0028100,NA,4,16,REG,2011,3
2015,BUF,OL,ACT,Richie Incognito,Richie,Incognito,00-0023516,NA,10,1,REG,2005,4
2015,BUF,QB,ACT,Matt Cassel,Matt,Cassel,00-0023662,2447,10,1,REG,2005,4
2015,BUF,DL,ACT,Mario Williams,Mario,Williams,00-0023750,NA,9,1,REG,2006,4
2015,BUF,LB,ACT,Manny Lawson,Emmanuel,Lawson,00-0024237,NA,9,1,REG,2006,4
2015,BUF,DB,ACT,Corey Graham,Corey,Graham,00-0025555,3784,8,1,REG,2007,4
2015,BUF,K,ACT,Dan Carpenter,Daniel,Carpenter,00-0026003,NA,7,1,REG,2008,4
2015,BUF,OL,ACT,Eric Wood,Eric,Wood,00-0027004,NA,6,1,REG,2009,4
2015,BUF,RB,ACT,LeSean McCoy,LeSean,McCoy,00-0027029,4976,6,1,REG,2009,4
2015,BUF,OL,ACT,Kraig Urbik,Kraig,Urbik,00-0027053,NA,6,1,REG,2009,4
2015,BUF,RB,ACT,Anthony Dixon,Anthony,Dixon,00-0027772,5696,5,1,REG,2010,4
2015,BUF,DL,ACT,Jerry Hughes,Jerry,Hughes,00-0027881,5556,5,1,REG,2010,4
2015,BUF,QB,ACT,Tyrod Taylor,Tyrod,Taylor,00-0028118,6332,4,1,REG,2011,4
2015,BUF,WR,ACT,Chris Hogan,Chris,Hogan,00-0028237,6468,4,1,REG,2011,4
2015,BUF,DL,ACT,Corbin Bryant,Corbin,Bryant,00-0028707,NA,4,1,REG,2011,4
2015,BUF,LB,ACT,Nigel Bradham,Nigel,Bradham,00-0029272,7105,3,1,REG,2012,4
2015,BUF,RB,ACT,Bryce Brown,Bryce,Brown,00-0029429,7213,3,1,REG,2012,4
2015,BUF,OL,ACT,Cordy Glenn,Cordy,Glenn,00-0029561,NA,3,1,REG,2012,4
2015,BUF,DB,ACT,Nickell Robey,Nickell,Robey,00-0030041,8483,2,1,REG,2013,4
2015,BUF,WR,ACT,Chris Gragg,Chris,Gragg,00-0030049,8004,2,1,REG,2013,4
2015,BUF,DB,ACT,Duke Williams,Michael,Williams,00-0030073,NA,2,1,REG,2013,4
2015,BUF,DL,ACT,Stefan Charles,Stefan,Charles,00-0030132,8387,2,1,REG,2013,4
2015,BUF,DB,ACT,Bacarri Rambo,Bacarri,Rambo,00-0030289,NA,2,1,REG,2013,4
2015,BUF,QB,ACT,E.J. Manuel,Erik,Manuel,00-0030526,7797,2,1,REG,2013,4
2015,BUF,P,ACT,Colton Schmidt,Colton,Schmidt,00-0030551,8104,2,1,REG,2013,4
2015,BUF,LB,ACT,Preston Brown,Preston,Brown,00-0031171,8708,1,1,REG,2014,4
2015,BUF,WR,ACT,Sammy Watkins,Samuel,Watkins,00-0031325,8639,1,1,REG,2014,4
2015,BUF,DL,ACT,Marcell Dareus,Marcell,Dareus,00-0027941,6155,4,2,REG,2011,4
2015,BUF,RB,ACT,Dan Herron,Daniel,Herron,00-0029588,7179,3,5,REG,2012,4
2015,BUF,QB,ACT,Josh Johnson,Joshua,Johnson,00-0026300,4474,7,6,REG,2008,4
2015,BUF,DB,ACT,Josh Bush,Joshua,Bush,00-0029143,NA,3,6,REG,2012,4
2015,BUF,LB,ACT,IK Enemkpali,Ikemefuna,Enemkpali,00-0031024,NA,1,6,REG,2014,4
2015,BUF,OL,ACT,Jordan Mills,Jordan,Mills,00-0030046,NA,2,7,REG,2013,4
2015,BUF,DB,ACT,Leodis McKelvin,Leodis,McKelvin,00-0026151,NA,7,9,REG,2008,4
2015,BUF,OL,ACT,Ryan Groy,Ryan,Groy,00-0031128,NA,1,12,REG,2014,4
2015,BUF,DL,ACT,T.J. Barnes,Tarence,Barnes,00-0029940,8184,2,13,REG,2013,4
2015,BUF,LB,ACT,Kevin Reddick,Kevin,Reddick,00-0030222,NA,2,13,REG,2013,4
2015,BUF,RB,ACT,Mike Gillislee,Mike,Gillislee,00-0030433,7946,2,13,REG,2013,4
2015,BUF,DL,ACT,Lavar Edwards,Lavar,Edwards,00-0030488,NA,2,13,REG,2013,4
2015,BUF,WR,ACT,Greg Salas,Gregory,Salas,00-0028050,6264,4,16,REG,2011,4
2015,BUF,DL,ACT,Jerel Worthy,Jerel,Worthy,00-0029257,7054,3,16,REG,2012,4
2015,BUF,WR,ACT,Walter Powell,Walter,Powell,00-0031268,NA,1,16,REG,2014,4
2015,CAR,DL,ACT,Dwan Edwards,Dwan,Edwards,00-0022750,NA,11,1,REG,2004,5
2015,CAR,WR,ACT,Jerricho Cotchery,Jerricho,Cotchery,00-0022811,1829,11,1,REG,2004,5
2015,CAR,LB,ACT,Thomas Davis,Thomas,Davis,00-0023448,2231,10,1,REG,2005,5
2015,CAR,QB,ACT,Derek Anderson,Derek,Anderson,00-0023645,2430,10,1,REG,2005,5
2015,CAR,DB,ACT,Roman Harper,Roman,Harper,00-0024258,NA,9,1,REG,2006,5
2015,CAR,WR,ACT,Ted Ginn,Ted,Ginn,00-0025396,3625,8,1,REG,2007,5
2015,CAR,WR,ACT,Greg Olsen,Gregory,Olsen,00-0025418,3647,8,1,REG,2007,5
2015,CAR,OL,ACT,Ryan Kalil,Ryan,Kalil,00-0025446,NA,8,1,REG,2007,5
2015,CAR,DL,ACT,Charles Johnson,Charles,Johnson,00-0025470,NA,8,1,REG,2007,5
2015,CAR,RB,ACT,Jonathan Stewart,Jonathan,Stewart,00-0026153,4327,7,1,REG,2008,5
2015,CAR,K,ACT,Graham Gano,Graham,Gano,00-0026858,5443,6,1,REG,2009,5
2015,CAR,OL,ACT,Michael Oher,Michael,Oher,00-0026999,NA,6,1,REG,2009,5
2015,CAR,DL,ACT,Kyle Love,Alexander,Love,00-0027236,5806,5,1,REG,2010,5
2015,CAR,WR,ACT,Ed Dickson,Edward,Dickson,00-0027675,5595,5,1,REG,2010,5
2015,CAR,OL,ACT,Chris Scott,Christopher,Scott,00-0027750,NA,5,1,REG,2010,5
2015,CAR,QB,ACT,Joe Webb,Joseph,Webb,00-0027796,5722,5,1,REG,2010,5
2015,CAR,DB,ACT,Kurt Coleman,Kurtis,Coleman,00-0027835,5767,5,1,REG,2010,5
2015,CAR,DB,ACT,Teddy Williams,Ted,Williams,00-0027853,NA,5,1,REG,2010,5
2015,CAR,QB,ACT,Cam Newton,Cameron,Newton,00-0027939,6153,4,1,REG,2011,5
2015,CAR,DB,ACT,Colin Jones,Colin,Jones,00-0028128,6342,4,1,REG,2011,5
2015,CAR,DL,ACT,Mario Addison,Mario,Addison,00-0028339,6558,4,1,REG,2011,5
2015,CAR,LB,ACT,Ben Jacobs,Benjamin,Jacobs,00-0028698,6817,4,1,REG,2011,5
2015,CAR,OL,ACT,Mike Remmers,Mike,Remmers,00-0029164,NA,3,1,REG,2012,5
2015,CAR,LB,ACT,Luke Kuechly,Luke,Kuechly,00-0029248,7015,3,1,REG,2012,5
2015,CAR,DB,ACT,Josh Norman,Joshua,Norman,00-0029285,7649,3,1,REG,2012,5
2015,CAR,P,ACT,Brad Nortman,Bradley,Nortman,00-0029304,NA,3,1,REG,2012,5
2015,CAR,RB,ACT,Fozzy Whittaker,Foswhitt,Whittaker,00-0029731,8547,3,1,REG,2013,5
2015,CAR,DL,ACT,Kawann Short,Kawann,Short,00-0030448,7825,2,1,REG,2013,5
2015,CAR,DL,ACT,Star Lotulelei,Starlite,Lotulelei,00-0030455,7795,2,1,REG,2013,5
2015,CAR,LB,ACT,A.J. Klein,Aaron,Klein,00-0030463,7930,2,1,REG,2013,5
2015,CAR,WR,ACT,Corey Brown,Corey,Brown,00-0031118,8986,1,1,REG,2014,5
2015,CAR,OL,ACT,Andrew Norwell,Andrew,Norwell,00-0031122,NA,1,1,REG,2014,5
2015,CAR,DB,ACT,Tre Boston,Jayestin,Boston,00-0031261,8763,1,1,REG,2014,5
2015,CAR,WR,ACT,Kevin Norwood,Kevin,Norwood,00-0031327,NA,1,1,REG,2014,5
2015,CAR,DL,ACT,Kony Ealy,Kony,Ealy,00-0031336,8695,1,1,REG,2014,5
2015,CAR,OL,ACT,Trai Turner,Trai,Turner,00-0031362,NA,1,1,REG,2014,5
2015,CAR,OL,ACT,Fernando Velasco,Fernando,Velasco,00-0025925,NA,7,2,REG,2008,5
2015,CAR,WR,ACT,Brenton Bersin,Brenton,Bersin,00-0029394,NA,3,3,REG,2012,5
2015,CAR,DL,ACT,Jared Allen,Jared,Allen,00-0022740,NA,11,4,REG,2004,5
2015,CAR,WR,ACT,Scott Simonson,Scott,Simonson,00-0031167,8954,1,7,REG,2014,5
2015,CAR,DB,ACT,Cortland Finnegan,Cortland,Finnegan,00-0024429,NA,9,13,REG,2006,5
2015,CAR,DB,ACT,Robert McClain,Robert,McClain,00-0027840,NA,5,15,REG,2010,5
2015,CHI,K,ACT,Robbie Gould,Robbie,Gould,00-0023252,2607,10,1,REG,2005,6
2015,CHI,QB,ACT,Jay Cutler,Jay,Cutler,00-0024226,2956,9,1,REG,2006,6
2015,CHI,OL,ACT,Jermon Bushrod,Jermon,Bushrod,00-0025512,NA,8,1,REG,2007,6
2015,CHI,DB,ACT,Alan Ball,Alan,Ball,00-0025624,NA,8,1,REG,2007,6
2015,CHI,DB,ACT,Tracy Porter,Tracy,Porter,00-0026180,NA,7,1,REG,2008,6
2015,CHI,WR,ACT,Eddie Royal,William,Royal,00-0026182,4356,7,1,REG,2008,6
2015,CHI,RB,ACT,Matt Forte,Matthew,Forte,00-0026184,4358,7,1,REG,2008,6
2015,CHI,OL,ACT,Matt Slauson,Matthew,Slauson,00-0026500,NA,6,1,REG,2009,6
2015,CHI,WR,ACT,Zach Miller,Zachary,Miller,00-0027125,5104,6,1,REG,2009,6
2015,CHI,LB,ACT,Lamarr Houston,Lamarr,Houston,00-0027657,NA,5,1,REG,2010,6
2015,CHI,OL,ACT,Vladimir Ducasse,Vladimir,Ducasse,00-0027667,NA,5,1,REG,2010,6
2015,CHI,DB,ACT,Sherrick McManis,Sherrick,McManis,00-0027743,5667,5,1,REG,2010,6
2015,CHI,LB,ACT,Willie Young,Willie,Young,00-0027808,NA,5,1,REG,2010,6
2015,CHI,WR,ACT,Marc Mariani,Marc,Mariani,00-0027816,NA,5,1,REG,2010,6
2015,CHI,DL,ACT,Jarvis Jenkins,Jarvis,Jenkins,00-0027979,6193,4,1,REG,2011,6
2015,CHI,LB,ACT,Pernell McPhee,Pernell,McPhee,00-0028103,6317,4,1,REG,2011,6
2015,CHI,LB,ACT,Shea McClellin,Shea,McClellin,00-0029250,NA,3,1,REG,2012,6
2015,CHI,WR,ACT,Josh Bellamy,Josh,Bellamy,00-0029319,7472,3,1,REG,2012,6
2015,CHI,OL,ACT,Patrick Omameh,Patrick,Omameh,00-0029889,NA,2,1,REG,2013,6
2015,CHI,LB,ACT,Jon Bostic,Jon,Bostic,00-0030064,7831,2,1,REG,2013,6
2015,CHI,DB,ACT,Demontre Hurst,Demontre,Hurst,00-0030275,8359,2,1,REG,2013,6
2015,CHI,OL,ACT,Kyle Long,Kyle,Long,00-0030441,NA,2,1,REG,2013,6
2015,CHI,DB,ACT,Kyle Fuller,Kyle,Fuller,00-0031041,8649,1,1,REG,2014,6
2015,CHI,DL,ACT,Will Sutton,William,Sutton,00-0031048,8717,1,1,REG,2014,6
2015,CHI,RB,ACT,Ka'Deem Carey,Ka'Deem,Carey,00-0031057,8752,1,1,REG,2014,6
2015,CHI,P,ACT,Pat O'Donnell,Patrick,O'Donnell,00-0031079,8826,1,1,REG,2014,6
2015,CHI,OL,ACT,Charles Leno,Charles,Leno,00-0031095,NA,1,1,REG,2014,6
2015,CHI,LB,ACT,Christian Jones,Christian,Jones,00-0031130,9020,1,1,REG,2014,6
2015,CHI,LB,ACT,Lamin Barrow,Lamin,Barrow,00-0031354,8791,1,1,REG,2014,6
2015,CHI,LB,ACT,Sam Acho,Samuel,Acho,00-0028041,6255,4,2,REG,2011,6
2015,CHI,DL,ACT,Brandon Dunn,Brandon,Dunn,00-0031127,9262,1,2,REG,2014,6
2015,CHI,DL,ACT,Mitch Unrein,Mitchell,Unrein,00-0027573,6031,5,3,REG,2010,6
2015,CHI,DB,ACT,Chris Prosinski,Christopher,Prosinski,00-0028059,NA,4,4,REG,2011,6
2015,CHI,LB,ACT,LaRoy Reynolds,LaRoy,Reynolds,00-0029955,8500,2,4,REG,2013,6
2015,CHI,DB,ACT,Sherrod Martin,Jerald,Martin,00-0027035,NA,6,5,REG,2009,6
2015,CHI,OL,ACT,Nick Becton,Nicholas,Becton,00-0030313,NA,2,5,REG,2013,6
2015,CHI,WR,ACT,Deonte Thompson,Deonte,Thompson,00-0029388,7513,3,10,REG,2012,6
2015,CHI,WR,ACT,Rob Housler,Robert,Housler,00-0028007,6221,4,14,REG,2011,6
2015,CHI,DL,ACT,D'Anthony Smith,D'Anthony,Smith,00-0027679,NA,5,16,REG,2010,6
2015,CHI,DL,ACT,Greg Scruggs,Greg,Scruggs,00-0029308,NA,3,17,REG,2012,6
2015,CIN,DB,ACT,Adam Jones,Adam,Jones,00-0023441,2223,10,1,REG,2005,7
2015,CIN,K,ACT,Mike Nugent,Mike,Nugent,00-0023482,NA,10,1,REG,2005,7
2015,CIN,LB,ACT,A.J. Hawk,A.J.,Hawk,00-0024220,NA,9,1,REG,2006,7
2015,CIN,OL,ACT,Andrew Whitworth,Andrew,Whitworth,00-0024270,NA,9,1,REG,2006,7
2015,CIN,OL,ACT,Eric Winston,Eric,Winston,00-0024281,NA,9,1,REG,2006,7
2015,CIN,DL,ACT,Domata Peko,Domata,Peko,00-0024338,3068,9,1,REG,2006,7
2015,CIN,DB,ACT,Leon Hall,Leon,Hall,00-0025405,3634,8,1,REG,2007,7
2015,CIN,DB,ACT,Reggie Nelson,Reggie,Nelson,00-0025408,3637,8,1,REG,2007,7
2015,CIN,DL,ACT,Wallace Gilberry,Wallace,Gilberry,00-0026105,NA,7,1,REG,2008,7
2015,CIN,DL,ACT,Pat Sims,Patrick,Sims,00-0026217,NA,7,1,REG,2008,7
2015,CIN,RB,ACT,Cedric Peerman,Cedric,Peerman,00-0026932,5109,6,1,REG,2009,7
2015,CIN,OL,ACT,Andre Smith,Andre,Smith,00-0026982,NA,6,1,REG,2009,7
2015,CIN,LB,ACT,Rey Maualuga,Rey,Maualuga,00-0027014,NA,6,1,REG,2009,7
2015,CIN,DL,ACT,Michael Johnson,Michael,Johnson,00-0027044,4993,6,1,REG,2009,7
2015,CIN,WR,ACT,Brandon Tate,Brandon,Tate,00-0027057,5006,6,1,REG,2009,7
2015,CIN,P,ACT,Kevin Huber,Kevin,Huber,00-0027103,5066,6,1,REG,2009,7
2015,CIN,LB,ACT,Vincent Rey,Vincent,Rey,00-0027245,5811,5,1,REG,2010,7
2015,CIN,DL,ACT,Carlos Dunlap,Carlos,Dunlap,00-0027662,5579,5,1,REG,2010,7
