season,team,position,status,full_name,first_name,last_name,gsis_id,pff_id,years_exp,week,game_type,rookie_year,team_number
2016,TEN,DB,ACT,Valentino Blake,Antwon,Blake,00-0029050,7362,4,1,REG,2012,31
2016,TEN,OL,ACT,Ben Jones,Benjamin,Jones,00-0029413,NA,4,1,REG,2012,31
2016,TEN,OL,ACT,Dennis Kelly,Dennis,Kelly,00-0029419,NA,4,1,REG,2012,31
2016,TEN,WR,ACT,Damaris Johnson,Damaris,Johnson,00-0029435,8070,4,1,REG,2012,31
2016,TEN,WR,ACT,Rishard Matthews,Rishard,Matthews,00-0029580,7211,4,1,REG,2012,31
2016,TEN,LB,ACT,Sean Spence,Sean,Spence,00-0029594,NA,4,1,REG,2012,31
2016,TEN,QB,ACT,Alex Tanney,Alex,Tanney,00-0029623,7610,4,1,REG,2012,31
2016,TEN,WR,ACT,Kendall Wright,Kendall,Wright,00-0029708,7026,4,1,REG,2012,31
2016,TEN,LB,ACT,Justin Staples,Justin,Staples,00-0029844,NA,3,1,REG,2013,31
2016,TEN,OL,ACT,Josh Kline,Joshua,Kline,00-0029992,NA,3,1,REG,2013,31
2016,TEN,LB,ACT,Nate Palmer,Nathan,Palmer,00-0030104,7974,3,1,REG,2013,31
2016,TEN,OL,ACT,Brian Schwenke,Brian,Schwenke,00-0030486,NA,3,1,REG,2013,31
2016,TEN,DB,ACT,Daimion Stafford,Daimion,Stafford,00-0030491,NA,3,1,REG,2013,31
2016,TEN,LB,ACT,David Bass,David,Bass,00-0030517,8016,3,1,REG,2013,31
2016,TEN,OL,ACT,Chance Warmack,Chance,Warmack,00-0030593,NA,3,1,REG,2013,31
2016,TEN,RB,ACT,Antonio Andrews,Antonio,Andrews,00-0030789,9014,2,1,REG,2014,31
2016,TEN,WR,ACT,Jace Amaro,Jace,Amaro,00-0031042,8684,2,1,REG,2014,31
2016,TEN,DL,ACT,DaQuan Jones,DaQuan,Jones,00-0031054,8747,2,1,REG,2014,31
2016,TEN,LB,ACT,Avery Williamson,Avery,Williamson,00-0031263,8786,2,1,REG,2014,31
2016,TEN,DB,ACT,Tyler Patmon,Andrew,Patmon,00-0031276,9135,2,1,REG,2014,31
2016,TEN,OL,ACT,Taylor Lewan,Taylor,Lewan,00-0031442,NA,2,1,REG,2014,31
2016,TEN,WR,ACT,Jerome Cunningham,Jerome,Cunningham,00-0031462,9400,2,1,REG,2014,31
2016,TEN,DB,ACT,Cody Riggs,Cody,Riggs,00-0032041,NA,1,1,REG,2015,31
2016,TEN,OL,ACT,Quinton Spain,Quinton,Spain,00-0032043,NA,1,1,REG,2015,31
2016,TEN,LB,ACT,J.R. Tavai,John,Tavai,00-0032044,NA,1,1,REG,2015,31
2016,TEN,DL,ACT,Angelo Blackson,Angelo,Blackson,00-0032107,9533,1,1,REG,2015,31
2016,TEN,WR,ACT,Tre McBride,Douglas,McBride,00-0032123,9678,1,1,REG,2015,31
2016,TEN,RB,ACT,David Cobb,David,Cobb,00-0032133,9571,1,1,REG,2015,31
2016,TEN,QB,ACT,Marcus Mariota,Marcus,Mariota,00-0032268,9435,1,1,REG,2015,31
2016,WAS,DB,ACT,DeAngelo Hall,DeAngelo,Hall,00-0022923,NA,12,1,REG,2004,32
2016,WAS,WR,ACT,Alex Smith,Edwin,Smith,00-0023506,NA,11,1,REG,2005,32
2016,WAS,WR,ACT,Vernon Davis,Vernon,Davis,00-0024221,2951,10,1,REG,2006,32
2016,WAS,DL,ACT,Jason Hatcher,Jason,Hatcher,00-0024307,NA,10,1,REG,2006,32
2016,WAS,DB,ACT,Will Blackmon,William,Blackmon,00-0024330,3060,10,1,REG,2006,32
2016,WAS,DL,ACT,Kedric Golston,Kedric,Golston,00-0024410,NA,10,1,REG,2006,32
2016,WAS,RB,ACT,Pierre Thomas,Charles,Thomas,00-0024813,4080,9,1,REG,2007,32
2016,WAS,WR,ACT,DeSean Jackson,DeSean,Jackson,00-0026189,4363,8,1,REG,2008,32
2016,WAS,OL,ACT,Kory Lichtensteiger,Kory,Lichtensteiger,00-0026248,NA,8,1,REG,2008,32
2016,WAS,WR,ACT,Pierre Garcon,Pierre,Garcon,00-0026345,4519,8,1,REG,2008,32
2016,WAS,DL,ACT,Ricky Jean Francois,Ricky,Jean Francois,00-0026502,5168,7,1,REG,2009,32
2016,WAS,DL,ACT,Chris Baker,Christopher,Baker,00-0026512,NA,7,1,REG,2009,32
2016,WAS,DB,ACT,Greg Toler,Gregory,Toler,00-0026910,NA,7,1,REG,2009,32
2016,WAS,DL,ACT,Ziggy Hood,Evander,Hood,00-0027008,4955,7,1,REG,2009,32
2016,WAS,DB,ACT,David Bruton,David,Bruton,00-0027083,NA,7,1,REG,2009,32
2016,WAS,QB,ACT,Colt McCoy,Daniel,McCoy,00-0027688,5609,6,1,REG,2010,32
2016,WAS,OL,ACT,Shawn Lauvao,Shawn,Lauvao,00-0027694,NA,6,1,REG,2010,32
2016,WAS,OL,ACT,Trent Williams,Trent,Williams,00-0027857,NA,6,1,REG,2010,32
2016,WAS,LB,ACT,Ryan Kerrigan,Patrick,Kerrigan,00-0027954,6168,5,1,REG,2011,32
2016,WAS,LB,ACT,Mason Foster,Mason,Foster,00-0028022,6236,5,1,REG,2011,32
2016,WAS,WR,ACT,Niles Paul,Niles,Paul,00-0028093,6307,5,1,REG,2011,32
2016,WAS,DB,ACT,Duke Ihenacho,Duke,Ihenacho,00-0028942,NA,4,1,REG,2012,32
2016,WAS,DB,ACT,Josh Norman,Joshua,Norman,00-0029285,7649,4,1,REG,2012,32
2016,WAS,QB,ACT,Kirk Cousins,Kirk,Cousins,00-0029604,7102,4,1,REG,2012,32
2016,WAS,OL,ACT,Ty Nsekhe,Attauyo,Nsekhe,00-0029709,NA,4,1,REG,2012,32
2016,WAS,LB,ACT,Will Compton,William,Compton,00-0029869,8308,3,1,REG,2013,32
2016,WAS,LB,ACT,Terence Garvin,Terence,Garvin,00-0030033,8515,3,1,REG,2013,32
2016,WAS,K,ACT,Dustin Hopkins,Dustin,Hopkins,00-0030098,NA,3,1,REG,2013,32
2016,WAS,P,ACT,Tress Way,Tress,Way,00-0030140,8358,3,1,REG,2013,32
2016,WAS,RB,ACT,Chris Thompson,Christopher,Thompson,00-0030404,7936,3,1,REG,2013,32
2016,WAS,WR,ACT,Jordan Reed,Jordan,Reed,00-0030472,7866,3,1,REG,2013,32
2016,WAS,DB,ACT,Dashaun Phillips,Dashaun,Phillips,00-0030963,9198,2,1,REG,2014,32
2016,WAS,OL,ACT,Spencer Long,Spencer,Long,00-0031047,NA,2,1,REG,2014,32
2016,WAS,DB,ACT,Bashaud Breeland,Bashaud,Breeland,00-0031052,8737,2,1,REG,2014,32
2016,WAS,WR,ACT,Ryan Grant,Ryan,Grant,00-0031068,8777,2,1,REG,2014,32
2016,WAS,DL,ACT,Trent Murphy,Trent,Murphy,00-0031300,8682,2,1,REG,2014,32
2016,WAS,OL,ACT,Morgan Moses,Morgan,Moses,00-0031330,NA,2,1,REG,2014,32
2016,WAS,DB,ACT,Deshazor Everett,Deshazor,Everett,00-0031844,9940,1,1,REG,2015,32
2016,WAS,LB,ACT,Preston Smith,Preston,Smith,00-0031935,9471,1,1,REG,2015,32
2016,WAS,RB,ACT,Matt Jones,Matt,Jones,00-0031939,9528,1,1,REG,2015,32
2016,WAS,WR,ACT,Jamison Crowder,Jamison,Crowder,00-0031941,9538,1,1,REG,2015,32
2016,WAS,OL,ACT,Arie Kouandjio,Arie-Manuel,Kouandjio,00-0031942,NA,1,1,REG,2015,32
2016,WAS,DB,ACT,Quinton Dunbar,Quinton,Dunbar,00-0032007,10073,1,1,REG,2015,32
2016,WAS,OL,ACT,Brandon Scherff,Brandon,Scherff,00-0032053,NA,1,1,REG,2015,32
2016,WAS,LB,ACT,Houston Bates,Houston,Bates,00-0032181,NA,1,1,REG,2015,32
2016,WAS,DL,ACT,Cullen Jenkins,Cullen,Jenkins,00-0021706,NA,13,2,REG,2003,32
2016,WAS,WR,ACT,Derek Carrier,Derek,Carrier,00-0029119,7406,4,10,REG,2012,32
2016,ARI,DB,ACT,Trevon Hartfield,Trevon,Hartfield,00-0032498,NA,0,1,REG,2016,1
2016,ARI,LB,ACT,Lamar Louis,Lamar,Louis,00-0032502,NA,0,1,REG,2016,1
2016,ARI,DL,ACT,Givens Price,Givens,Price,00-0032503,NA,0,1,REG,2016,1
2016,ARI,WR,ACT,Hakeem Valles,Hakeem,Valles,00-0032508,10960,0,1,REG,2016,1
2016,ARI,DB,ACT,Ronald Zamort,Ronald,Zamort,00-0032511,NA,0,1,REG,2016,1
2016,ARI,DL,ACT,Robert Nkemdiche,Robert,Nkemdiche,00-0032761,10663,0,1,REG,2016,1
2016,ARI,DB,ACT,Brandon Williams,Brandon,Williams,00-0032769,10726,0,1,REG,2016,1
2016,ARI,OL,ACT,Evan Boehm,Evan,Boehm,00-0032777,NA,0,1,REG,2016,1
2016,ARI,DB,ACT,Marqui Christian,Marqui,Christian,00-0032786,10801,0,1,REG,2016,1
2016,ARI,OL,ACT,Cole Toner,Cole,Toner,00-0032787,NA,0,1,REG,2016,1
2016,ARI,DB,ACT,Harlan Miller,Harlan,Miller,00-0032798,10839,0,1,REG,2016,1
2016,ARI,RB,ACT,Elijhaa Penny,Elijhaa,Penny,00-0032813,11300,0,1,REG,2016,1
2016,ARI,WR,ACT,Chris Hubert,Chris,Hubert,00-0032815,NA,0,1,REG,2016,1
2016,ARI,WR,ACT,Marquis Bundy,Marquis,Bundy,00-0033087,NA,0,1,REG,2016,1
2016,ARI,LB,ACT,Scooby Wright,Philip,Wright,00-0032979,NA,0,15,REG,2016,1
2016,ATL,DB,ACT,Keanu Neal,Keanu,Neal,00-0032382,10651,0,1,REG,2016,2
2016,ATL,LB,ACT,Deion Jones,Deion,Jones,00-0032388,10686,0,1,REG,2016,2
2016,ATL,WR,ACT,Austin Hooper,Austin,Hooper,00-0032392,10715,0,1,REG,2016,2
2016,ATL,LB,ACT,De'Vondre Campbell,De'Vondre,Campbell,00-0032401,10749,0,1,REG,2016,2
2016,ATL,OL,ACT,Wes Schweitzer,Weston,Schweitzer,00-0032432,NA,0,1,REG,2016,2
2016,ATL,K,ACT,Nick Rose,Nick,Rose,00-0032584,NA,0,1,REG,2016,2
2016,ATL,DB,ACT,Sharrod Neasman,Sharrod,Neasman,00-0032592,11050,0,1,REG,2016,2
2016,ATL,RB,ACT,Brandon Wilds,Brandon,Wilds,00-0032593,11057,0,1,REG,2016,2
2016,ATL,DB,ACT,Brian Poole,Brian,Poole,00-0032596,11052,0,1,REG,2016,2
2016,ATL,DB,ACT,Devonte Johnson,Devonte,Johnson,00-0032598,NA,0,1,REG,2016,2
2016,ATL,WR,ACT,Josh Perkins,Joshua,Perkins,00-0032599,11051,0,1,REG,2016,2
2016,ATL,WR,ACT,J.D. McKissic,J.D.,McKissic,00-0032602,11047,0,1,REG,2016,2
2016,BAL,LB,ACT,Kamalei Correa,Kamalei,Correa,00-0032386,10676,0,1,REG,2016,3
2016,BAL,WR,ACT,Chris Moore,Christopher,Moore,00-0032398,10741,0,1,REG,2016,3
2016,BAL,OL,ACT,Alex Lewis,Alexander,Lewis,00-0032407,NA,0,1,REG,2016,3
2016,BAL,DL,ACT,Willie Henry,Willie,Henry,00-0032409,10766,0,1,REG,2016,3
2016,BAL,RB,ACT,Kenneth Dixon,Kenneth,Dixon,00-0032411,10768,0,1,REG,2016,3
2016,BAL,LB,ACT,Matt Judon,Matt,Judon,00-0032415,10780,0,1,REG,2016,3
2016,BAL,DB,ACT,Maurice Canady,Maurice,Canady,00-0032438,10843,0,1,REG,2016,3
2016,BAL,OL,ACT,Jarell Broxton,Jarell,Broxton,00-0032565,NA,0,1,REG,2016,3
2016,BAL,DL,ACT,Trevon Coley,Trevon,Coley,00-0032566,11093,0,1,REG,2016,3
2016,BAL,LB,ACT,Victor Ochi,Victor,Ochi,00-0032571,NA,0,1,REG,2016,3
2016,BAL,LB,ACT,Patrick Onwuasor,Patrick,Onwuasor,00-0032573,11100,0,1,REG,2016,3
2016,BAL,DL,ACT,Michael Pierce,Michael,Pierce,00-0032574,11101,0,1,REG,2016,3
2016,BAL,OL,ACT,Matt Skura,Matt,Skura,00-0032575,NA,0,1,REG,2016,3
2016,BAL,DB,ACT,Tavon Young,Tavon,Young,00-0032770,10738,0,1,REG,2016,3
2016,BAL,OL,ACT,Ronnie Stanley,Ronnie,Stanley,00-0032965,NA,0,1,REG,2016,3
2016,BAL,DB,ACT,Sam Brown,Sam,Brown,00-0033019,NA,0,1,REG,2016,3
2016,BAL,WR,ACT,Keenan Reynolds,Keenan,Reynolds,00-0033078,10816,0,1,REG,2016,3
2016,BUF,LB,ACT,Bryson Albright,Bryson,Albright,00-0032491,NA,0,1,REG,2016,4
2016,BUF,RB,ACT,Glenn Gronkowski,Glenn,Gronkowski,00-0032499,NA,0,1,REG,2016,4
2016,BUF,OL,ACT,Marquis Lucas,Marquis,Lucas,00-0032507,NA,0,1,REG,2016,4
2016,BUF,DL,ACT,Justin Zimmer,Justin,Zimmer,00-0032518,10975,0,1,REG,2016,4
2016,BUF,DB,ACT,Kevon Seymour,Kevon,Seymour,00-0032942,10852,0,1,REG,2016,4
2016,BUF,RB,ACT,Jonathan Williams,Jonathan,Williams,00-0032975,10790,0,1,REG,2016,4
2016,BUF,DL,ACT,Adolphus Washington,Adolphus,Washington,00-0033037,10714,0,1,REG,2016,4
2016,BUF,QB,ACT,Cardale Jones,Cardale,Jones,00-0033098,10773,0,1,REG,2016,4
2016,BUF,DL,ACT,Shaq Lawson,Shaq,Lawson,00-0033096,10653,0,7,REG,2016,4
2016,CAR,DB,ACT,James Bradberry,James,Bradberry,00-0032890,10696,0,1,REG,2016,5
2016,CAR,DB,ACT,Daryl Worley,Daryl,Worley,00-0032891,10711,0,1,REG,2016,5
2016,CAR,DL,ACT,Vernon Butler,Vernon,Butler,00-0032967,10664,0,1,REG,2016,5
2016,CAR,LB,ACT,Jeremy Cash,Jeremy,Cash,00-0032994,11007,0,1,REG,2016,5
2016,CAR,LB,ACT,Jared Norris,Jared,Norris,00-0032998,11011,0,1,REG,2016,5
2016,CAR,DB,ACT,Zack Sanchez,Zack,Sanchez,00-0032973,NA,0,5,REG,2016,5
2016,CHI,DB,ACT,Cre'von LeBlanc,Cre'von,LeBlanc,00-0032581,11218,0,1,REG,2016,6
2016,CHI,WR,ACT,Ben Braunecker,Ben,Braunecker,00-0032661,11335,0,1,REG,2016,6
2016,CHI,OL,ACT,John Kling,John,Kling,00-0032666,NA,0,1,REG,2016,6
2016,CHI,LB,ACT,Roy Robertson-Harris,Roy,Robertson-Harris,00-0032667,11341,0,1,REG,2016,6
2016,CHI,OL,ACT,Cody Whitehair,Cody,Whitehair,00-0032768,NA,0,1,REG,2016,6
2016,CHI,LB,ACT,Nick Kwiatkoski,Nick,Kwiatkoski,00-0032773,10747,0,1,REG,2016,6
2016,CHI,DB,ACT,Deon Bush,Deon,Bush,00-0032774,10758,0,1,REG,2016,6
2016,CHI,DB,ACT,Deiondre' Hall,Deiondre',Hall,00-0032776,10761,0,1,REG,2016,6
2016,CHI,RB,ACT,Jordan Howard,Jordan,Howard,00-0032780,10784,0,1,REG,2016,6
2016,CHI,DB,ACT,DeAndre Houston-Carson,DeAndre,Houston-Carson,00-0032790,10819,0,1,REG,2016,6
2016,CHI,WR,ACT,Daniel Braverman,Daniel,Braverman,00-0032801,NA,0,1,REG,2016,6
2016,CHI,DB,ACT,Kevin Peterson,Kevin,Peterson,00-0032848,11302,0,1,REG,2016,6
2016,CHI,LB,ACT,Leonard Floyd,Leonard,Floyd,00-0033072,10643,0,1,REG,2016,6
2016,CHI,DL,ACT,Jonathan Bullard,Jonathan,Bullard,00-0033093,10706,0,1,REG,2016,6
2016,CHI,WR,ACT,Bralon Addison,Bralon,Addison,00-0032482,11013,0,16,REG,2016,6
2016,CIN,QB,ACT,Jeff Driskel,Jeff,Driskel,00-0032436,10841,0,1,REG,2016,7
2016,CIN,DL,ACT,Ryan Brown,Ryan,Brown,00-0032539,NA,0,1,REG,2016,7
2016,CIN,RB,ACT,Tra Carson,Tra,Carson,00-0032540,11104,0,1,REG,2016,7
2016,CIN,DL,ACT,David Dean,David,Dean,00-0032542,NA,0,1,REG,2016,7
2016,CIN,WR,ACT,Alex Erickson,Alex,Erickson,00-0032543,11107,0,1,REG,2016,7
2016,CIN,DB,ACT,Darius Hillary,Darius,Hillary,00-0032546,NA,0,1,REG,2016,7
2016,CIN,WR,ACT,Alonzo Russell,Alonzo,Russell,00-0032550,11114,0,1,REG,2016,7
2016,CIN,WR,ACT,Cody Core,Cody,Core,00-0032795,10833,0,1,REG,2016,7
2016,CIN,DB,ACT,Clayton Fejedelem,Clayton,Fejedelem,00-0032807,10879,0,1,REG,2016,7
2016,CIN,LB,ACT,Nick Vigil,Nick,Vigil,00-0032892,10721,0,1,REG,2016,7
2016,CIN,DB,ACT,Tony McRae,Tony,McRae,00-0032934,11358,0,1,REG,2016,7
2016,CIN,WR,ACT,Tyler Boyd,Tyler,Boyd,00-0033009,10689,0,1,REG,2016,7
2016,CIN,OL,ACT,Christian Westerman,Christian,Westerman,00-0033039,NA,0,1,REG,2016,7
2016,CIN,DB,ACT,KeiVarae Russell,KeiVarae,Russell,00-0033091,10708,0,2,REG,2016,7
2016,CLE,DL,ACT,Tyrone Holmes,Tyrone,Holmes,00-0032428,10815,0,1,REG,2016,8
2016,CLE,DB,ACT,Briean Boddy-Calhoun,Briean,Boddy-Calhoun,00-0032517,10903,0,1,REG,2016,8
2016,CLE,WR,ACT,Ed Eagan,Ed,Eagan,00-0032705,NA,0,1,REG,2016,8
2016,CLE,WR,ACT,Corey Coleman,Corey,Coleman,00-0032966,10649,0,1,REG,2016,8
2016,CLE,WR,ACT,Jordan Payton,Jordan,Payton,00-0032974,NA,0,1,REG,2016,8
2016,CLE,OL,ACT,Spencer Drango,Spencer,Drango,00-0032976,NA,0,1,REG,2016,8
2016,CLE,WR,ACT,Rashard Higgins,Rashard,Higgins,00-0032977,10806,0,1,REG,2016,8
2016,CLE,DB,ACT,Trey Caldwell,Trey,Caldwell,00-0032978,NA,0,1,REG,2016,8
2016,CLE,LB,ACT,Dominique Alexander,Dominique,Alexander,00-0032983,NA,0,1,REG,2016,8
2016,CLE,WR,ACT,J.P. Holtz,J.P.,Holtz,00-0032986,11062,0,1,REG,2016,8
2016,CLE,DB,ACT,Tracy Howard,Tracy,Howard,00-0032987,NA,0,1,REG,2016,8
2016,CLE,OL,ACT,Mike Matthews,Mike,Matthews,00-0032989,NA,0,1,REG,2016,8
2016,CLE,DL,ACT,Kenton Adeyemi,Kenton,Adeyemi,00-0033012,NA,0,1,REG,2016,8
2016,CLE,LB,ACT,Emmanuel Ogbah,Emmanuel,Ogbah,00-0033073,10666,0,1,REG,2016,8
2016,CLE,DB,ACT,Derrick Kindred,Derrick,Kindred,00-0033076,10763,0,1,REG,2016,8
2016,CLE,WR,ACT,Ricardo Louis,Ricardo,Louis,00-0033079,10748,0,1,REG,2016,8
2016,CLE,WR,ACT,Seth DeValve,Seth,Devalve,00-0033080,10772,0,1,REG,2016,8
2016,CLE,OL,ACT,Shon Coleman,Shon,Coleman,00-0033097,NA,0,1,REG,2016,8
2016,CLE,QB,ACT,Cody Kessler,Cody,Kessler,00-0033104,10727,0,1,REG,2016,8
2016,CLE,LB,ACT,Joe Schobert,Joe,Schobert,00-0033125,10733,0,1,REG,2016,8
2016,CLE,DL,ACT,Carl Nassib,Carl,Nassib,00-0033129,10699,0,1,REG,2016,8
2016,CLE,OL,ACT,Anthony Fabiano,Anthony,Fabiano,00-0032567,NA,0,5,REG,2016,8
2016,CLE,QB,ACT,Kevin Hogan,Kevin,Hogan,00-0032784,10796,0,6,REG,2016,8
2016,CLE,RB,ACT,Danny Vitale,Dan,Vitale,00-0032794,10831,0,6,REG,2016,8
2016,CLE,QB,ACT,Joe Callahan,Francis,Callahan,00-0032630,11144,0,8,REG,2016,8
2016,CLE,DB,ACT,Trae Elston,Demontrae,Elston,00-0033001,11226,0,14,REG,2016,8
2016,CLE,RB,ACT,Darius Jackson,Darius,Jackson,00-0033049,10850,0,15,REG,2016,8
2016,DAL,DL,ACT,Gerald Dixon Jr.,Gerald,Dixon,00-0032590,NA,0,1,REG,2016,9
2016,DAL,OL,ACT,Jake Brendel,Jake,Brendel,00-0032701,NA,0,1,REG,2016,9
2016,DAL,DL,ACT,Rodney Coe,Rodney,Coe,00-0032703,NA,0,1,REG,2016,9
2016,DAL,WR,ACT,Andy Jones,Andy,Jones,00-0032707,11123,0,1,REG,2016,9
2016,DAL,LB,ACT,Deon King,Deon,King,00-0032708,NA,0,1,REG,2016,9
2016,DAL,WR,ACT,Richard Mullaney,Richard,Mullaney,00-0032732,NA,0,1,REG,2016,9
2016,DAL,DB,ACT,Rolan Milligan,Rolan,Milligan,00-0032830,11303,0,1,REG,2016,9
2016,DAL,WR,ACT,Austin Traylor,Austin,Traylor,00-0033043,NA,0,1,REG,2016,9
2016,DAL,RB,ACT,Ezekiel Elliott,Ezekiel,Elliott,00-0033045,10638,0,1,REG,2016,9
2016,DAL,DB,ACT,Anthony Brown,Anthony,Brown,00-0033047,10823,0,1,REG,2016,9
2016,DAL,DB,ACT,Kavon Frazier,Kavon,Frazier,00-0033048,10846,0,1,REG,2016,9
2016,DAL,WR,ACT,Rico Gathers,Rico,Gathers,00-0033054,10851,0,1,REG,2016,9
2016,DAL,DL,ACT,Zach Wood,Zach,Wood,00-0033063,NA,0,1,REG,2016,9
2016,DAL,DL,ACT,Charles Tapper,Charles,Tapper,00-0033075,10735,0,1,REG,2016,9
2016,DAL,QB,ACT,Dak Prescott,Rayne,Prescott,00-0033077,10769,0,1,REG,2016,9
2016,DAL,DL,ACT,Maliek Collins,Maliek,Collins,00-0033131,10701,0,1,REG,2016,9
2016,DAL,LB,ACT,Jaylon Smith,Jaylon,Smith,00-0033052,10668,0,6,REG,2016,9
2016,DEN,DL,ACT,Kyle Peko,Kyle,Peko,00-0032463,11027,0,1,REG,2016,10
2016,DEN,P,ACT,Riley Dixon,Riley,Dixon,00-0032943,10862,0,1,REG,2016,10
2016,DEN,RB,ACT,Andy Janovich,Andy,Janovich,00-0032956,10810,0,1,REG,2016,10
2016,DEN,DB,ACT,Will Parks,William,Parks,00-0032958,10853,0,1,REG,2016,10
2016,DEN,DB,ACT,Justin Simmons,Justin,Simmons,00-0032971,10732,0,1,REG,2016,10
2016,DEN,RB,ACT,Devontae Booker,Devontae,Booker,00-0032972,10770,0,1,REG,2016,10
2016,DEN,OL,ACT,Connor McGovern,Connor,McGovern,00-0033011,NA,0,1,REG,2016,10
2016,DEN,DL,ACT,Adam Gotsis,Adam,Gotsis,00-0033064,10697,0,1,REG,2016,10
2016,DEN,QB,ACT,Paxton Lynch,Paxton,Lynch,00-0033108,10660,0,1,REG,2016,10
2016,DEN,WR,ACT,Kalif Raymond,Kalif,Raymond,00-0032464,11028,0,13,REG,2016,10
2016,DEN,LB,ACT,Quentin Gause,Quentin,Gause,00-0032858,NA,0,14,REG,2016,10
2016,DEN,LB,ACT,Vontarrius Dora,Vontarrius,Dora,00-0032484,11014,0,15,REG,2016,10
2016,DEN,WR,ACT,Henry Krieger-Coble,Henry,Krieger Coble,00-0032523,11020,0,16,REG,2016,10
2016,DET,OL,ACT,Taylor Decker,Taylor,Decker,00-0032381,NA,0,1,REG,2016,11
2016,DET,OL,ACT,Graham Glasgow,Graham,Glasgow,00-0032395,NA,0,1,REG,2016,11
2016,DET,DB,ACT,Miles Killebrew,Miles,Killebrew,00-0032399,10745,0,1,REG,2016,11
2016,DET,OL,ACT,Joe Dahl,Joe,Dahl,00-0032418,NA,0,1,REG,2016,11
2016,DET,LB,ACT,Antwione Williams,Antwione,Williams,00-0032425,10803,0,1,REG,2016,11
2016,DET,QB,ACT,Jake Rudock,Jake,Rudock,00-0032431,10825,0,1,REG,2016,11
2016,DET,DL,ACT,Anthony Zettel,Anthony,Zettel,00-0032435,10836,0,1,REG,2016,11
2016,DET,RB,ACT,Dwayne Washington,Dwayne,Washington,00-0032450,10870,0,1,REG,2016,11
2016,DET,DB,ACT,Adairius Barnes,Adairius,Barnes,00-0032552,NA,0,1,REG,2016,11
2016,DET,WR,ACT,Jace Billingsley,Jace,Billingsley,00-0032553,NA,0,1,REG,2016,11
2016,DET,OL,ACT,Chase Farris,Chase,Farris,00-0032556,NA,0,1,REG,2016,11
2016,DET,DB,ACT,Charles Washington,Charles,Washington,00-0032560,11137,0,1,REG,2016,11
2016,DET,WR,ACT,Cole Wick,Cole,Wick,00-0032562,11139,0,1,REG,2016,11
2016,DET,DL,ACT,A'Shawn Robinson,A'Shawn,Robinson,00-0032889,10680,0,1,REG,2016,11
2016,DET,LB,ACT,Steve Longa,Steve,Longa,00-0032470,11285,0,5,REG,2016,11
2016,GB,LB,ACT,Blake Martinez,Blake,Martinez,00-0032408,10765,0,1,REG,2016,12
2016,GB,DL,ACT,Dean Lowry,Dean,Lowry,00-0032412,10771,0,1,REG,2016,12
2016,GB,WR,ACT,Trevor Davis,Trevor,Davis,00-0032423,10797,0,1,REG,2016,12
2016,GB,OL,ACT,Kyle Murphy,Kyle,Murphy,00-0032433,NA,0,1,REG,2016,12
2016,GB,WR,ACT,Geronimo Allison,Geronimo,Allison,00-0032626,11141,0,1,REG,2016,12
2016,GB,DB,ACT,Kentrell Brice,Kentrell,Brice,00-0032628,11142,0,1,REG,2016,12
2016,GB,DB,ACT,Josh Hawkins,Josh,Hawkins,00-0032635,11149,0,1,REG,2016,12
2016,GB,WR,ACT,Herb Waters,Herb,Waters,00-0032652,11520,0,1,REG,2016,12
2016,GB,OL,ACT,Jason Spriggs,Jason,Spriggs,00-0032766,NA,0,1,REG,2016,12
2016,GB,RB,ACT,Brandon Burks,Brandon,Burks,00-0032844,NA,0,1,REG,2016,12
2016,GB,DB,ACT,Marwin Evans,Marwin,Evans,00-0032922,11343,0,1,REG,2016,12
2016,GB,LB,ACT,Kyler Fackrell,Kyler,Fackrell,00-0032955,10722,0,1,REG,2016,12
2016,GB,DL,ACT,Kenny Clark,Kenny,Clark,00-0033120,10661,0,1,REG,2016,12
2016,GB,DL,ACT,Brian Price,Brian,Price,00-0032649,11157,0,3,REG,2016,12
2016,GB,RB,ACT,Joe Kerridge,Joe,Kerridge,00-0032375,NA,0,10,REG,2016,12
2016,GB,DB,ACT,Makinton Dorleant,Makinton,Dorleant,00-0032631,NA,0,13,REG,2016,12
2016,GB,WR,ACT,Max McCaffrey,Max,McCaffrey,00-0032937,11357,0,20,CON,2016,12
2016,HOU,RB,ACT,Tyler Ervin,Tyler,Ervin,00-0032404,10753,0,1,REG,2016,13
2016,HOU,DB,ACT,K.J. Dillon,Kimlon,Dillon,00-0032421,NA,0,1,REG,2016,13
2016,HOU,DL,ACT,D.J. Reader,David,Reader,00-0032424,10800,0,1,REG,2016,13
2016,HOU,WR,ACT,Stephen Anderson,Stephen,Anderson,00-0032725,11160,0,1,REG,2016,13
2016,HOU,DL,ACT,Joel Heath,Joel,Heath,00-0032727,11162,0,1,REG,2016,13
2016,HOU,WR,ACT,Tevin Jones,Tevin,Jones,00-0032728,11163,0,1,REG,2016,13
2016,HOU,DL,ACT,Ufomba Kamalu,Ufomba,Kamalu,00-0032729,11164,0,1,REG,2016,13
2016,HOU,LB,ACT,Eric Lee,Eric,Lee,00-0032730,11165,0,1,REG,2016,13
2016,HOU,LB,ACT,Shakeel Rashad,Shakeel,Rashad,00-0032733,NA,0,1,REG,2016,13
2016,HOU,LB,ACT,Brennan Scarlett,Brennan,Scarlett,00-0032734,11169,0,1,REG,2016,13
