year,weeksofar,id,team,massey,normalizedMassey
2019,11,48,Kansas City Chiefs Defense,1.193673432,0.8761630737
2019,11,52,New Orleans Saints Defense,1.191057904,0.8754040712
2019,11,47,Jacksonville Jaguars Defense,1.18090491,0.8724577643
2019,11,50,Minnesota Vikings Defense,1.130261699,0.8577615636
2019,11,44,Green Bay Packers Defense,1.08726977,0.8452856957
2019,11,56,Philadelphia Eagles Defense,1.068461091,0.8398275878
2019,11,35,Baltimore Ravens Defense,1.055519125,0.8360719465
2019,11,38,Chicago Bears Defense,1.040727311,0.8317794962
2019,11,41,Dallas Cowboys Defense,1.037702532,0.8309017326
2019,11,58,Los Angeles Rams Defense,0.987945644,0.816462735
2019,11,33,Arizona Cardinals Defense,0.9859043843,0.81587038
2019,11,54,New York Jets Defense,0.916029633,0.7955933608
2019,11,45,Houston Texans Defense,0.9031207979,0.7918473339
2019,11,63,Tennessee Titans Defense,0.8990099179,0.7906543938
2019,11,55,Las Vegas Raiders Defense,0.7763058027,0.7550467722
2019,11,42,Denver Broncos Defense,0.7625565466,0.7510568628
2019,11,53,New York Giants Defense,0.7128118669,0.7366214078
2019,11,46,Indianapolis Colts Defense,0.700714258,0.7331107914
2019,11,62,Tampa Bay Buccaneers Defense,0.6874640112,0.72926569
2019,11,43,Detroit Lions Defense,0.6732043004,0.7251276512
2019,11,61,Seattle Seahawks Defense,0.6493191761,0.7181964047
2019,11,39,Cincinnati Bengals Defense,0.6482639917,0.7178901998
2019,11,59,Los Angeles Chargers Defense,0.6475125331,0.7176721333
2019,11,34,Atlanta Falcons Defense,0.6240479511,0.7108629244
2019,11,36,Buffalo Bills Defense,0.5127551336,0.678566758
2019,11,64,Washington Commanders Defense,0.4142074618,0.6499691172
2019,11,49,Miami Dolphins Defense,0.3987189058,0.6454744787
2019,11,3,Baltimore Ravens Offense,-0.01859311757,0.5243743138
2019,11,23,Las Vegas Raiders Offense,-0.08725322603,0.5044497729
2019,11,25,Pittsburgh Steelers Offense,-0.3297032372,0.4340929782
2019,11,28,San Francisco 49ers Offense,-0.4644075312,0.3950030136
2019,11,15,Jacksonville Jaguars Offense,-0.4680871073,0.393935234
2019,11,8,Cleveland Browns Offense,-0.5148287808,0.3803712242
2019,11,20,New Orleans Saints Offense,-0.5883820172,0.359026742
2019,11,18,Minnesota Vikings Offense,-0.5893264122,0.3587526871
2019,11,26,Los Angeles Rams Offense,-0.6304481641,0.3468195276
2019,11,19,New England Patriots Offense,-0.6862878265,0.3306153639
2019,11,9,Dallas Cowboys Offense,-0.6988621201,0.3269664179
2019,11,12,Green Bay Packers Offense,-0.7044145605,0.3253551501
2019,11,16,Kansas City Chiefs Offense,-0.7275079763,0.3186536502
2019,11,14,Indianapolis Colts Offense,-0.7485063548,0.3125601112
2019,11,11,Detroit Lions Offense,-0.8229656178,0.2909527083
2019,11,4,Buffalo Bills Offense,-0.8429676236,0.2851483076
2019,11,29,Seattle Seahawks Offense,-0.8469459297,0.2839938392
2019,11,27,Los Angeles Chargers Offense,-0.8844921366,0.2730982704
2019,11,1,Arizona Cardinals Offense,-0.8984764289,0.2690401556
2019,11,24,Philadelphia Eagles Offense,-0.9955198252,0.240879042
2019,11,10,Denver Broncos Offense,-1.057295183,0.2229523933
2019,11,6,Chicago Bears Offense,-1.066123375,0.2203905322
2019,11,13,Houston Texans Offense,-1.086025123,0.2146152254
2019,11,7,Cincinnati Bengals Offense,-1.215408634,0.1770693037
2019,11,32,Washington Commanders Offense,-1.293682147,0.1543550401
2019,11,2,Atlanta Falcons Offense,-1.371419748,0.1317962931
2019,11,30,Tampa Bay Buccaneers Offense,-1.47271308,0.1024018866
2019,11,22,New York Jets Offense,-1.584677355,0.06991086932
2019,11,5,Carolina Panthers Offense,-1.59552713,0.0667623631
2019,11,21,New York Giants Offense,-1.819601536,0.00173800245
2019,11,17,Miami Dolphins Offense,-1.822180978,0.000989471728
2019,11,31,Tennessee Titans Offense,-1.825590704,0
2019,12,57,Pittsburgh Steelers Defense,1.667758542,1
2019,12,60,San Francisco 49ers Defense,1.470742828,0.9417016545
2019,12,51,New England Patriots Defense,1.284589404,0.8866175377
2019,12,37,Carolina Panthers Defense,1.283870898,0.8864049267
2019,12,40,Cleveland Browns Defense,1.168145489,0.8521609583
2019,12,52,New Orleans Saints Defense,1.165809297,0.8514696626
2019,12,48,Kansas City Chiefs Defense,1.121013606,0.8382143001
2019,12,44,Green Bay Packers Defense,1.094332896,0.8303192891
2019,12,56,Philadelphia Eagles Defense,1.092409991,0.8297502879
2019,12,35,Baltimore Ravens Defense,1.091656596,0.829527353
2019,12,41,Dallas Cowboys Defense,1.075291035,0.8246846676
2019,12,50,Minnesota Vikings Defense,1.069633504,0.8230105641
2019,12,58,Los Angeles Rams Defense,1.041534313,0.8146958143
2019,12,47,Jacksonville Jaguars Defense,1.025597068,0.8099798706
2019,12,63,Tennessee Titans Defense,1.016508518,0.8072905044
2019,12,33,Arizona Cardinals Defense,0.9810207343,0.7967894178
2019,12,54,New York Jets Defense,0.9731022291,0.794446276
2019,12,62,Tampa Bay Buccaneers Defense,0.971343413,0.7939258298
2019,12,38,Chicago Bears Defense,0.9375936749,0.7839390433
2019,12,45,Houston Texans Defense,0.7629590703,0.7322634266
2019,12,53,New York Giants Defense,0.7607172994,0.7316000707
2019,12,39,Cincinnati Bengals Defense,0.7544442909,0.7297438431
2019,12,61,Seattle Seahawks Defense,0.7215075415,0.7199976256
2019,12,64,Washington Commanders Defense,0.6735116054,0.7057952881
2019,12,36,Buffalo Bills Defense,0.6702400185,0.7048272024
2019,12,42,Denver Broncos Defense,0.6642653222,0.7030592474
2019,12,43,Detroit Lions Defense,0.6476683728,0.6981480925
2019,12,59,Los Angeles Chargers Defense,0.5967284667,0.6830746135
2019,12,46,Indianapolis Colts Defense,0.5823553329,0.6788215014
2019,12,55,Las Vegas Raiders Defense,0.5419653028,0.6668698053
2019,12,34,Atlanta Falcons Defense,0.4812940795,0.6489167605
2019,12,49,Miami Dolphins Defense,0.4216903721,0.6312796013
2019,12,3,Baltimore Ravens Offense,-0.07624425873,0.4839372167
2019,12,23,Las Vegas Raiders Offense,-0.153825285,0.4609804414
2019,12,28,San Francisco 49ers Offense,-0.4441834039,0.3750614171
2019,12,8,Cleveland Browns Offense,-0.4468987923,0.3742579144
2019,12,25,Pittsburgh Steelers Offense,-0.4499116977,0.3733663744
2019,12,20,New Orleans Saints Offense,-0.5211537872,0.3522853354
2019,12,9,Dallas Cowboys Offense,-0.5691338118,0.3380877063
2019,12,26,Los Angeles Rams Offense,-0.6151860406,0.3244605255
2019,12,18,Minnesota Vikings Offense,-0.6166814014,0.3240180377
2019,12,19,New England Patriots Offense,-0.625804768,0.3213183689
2019,12,15,Jacksonville Jaguars Offense,-0.644037377,0.3159232107
2019,12,4,Buffalo Bills Offense,-0.7189876551,0.2937448924
2019,12,14,Indianapolis Colts Offense,-0.747341662,0.2853547409
2019,12,16,Kansas City Chiefs Offense,-0.7932088137,0.2717823258
2019,12,12,Green Bay Packers Offense,-0.8308347999,0.26064853
2019,12,29,Seattle Seahawks Offense,-0.8378798751,0.2585638423
2019,12,1,Arizona Cardinals Offense,-0.8528636505,0.254130037
2019,12,27,Los Angeles Chargers Offense,-0.93881999,0.2286949473
2019,12,24,Philadelphia Eagles Offense,-1.057854522,0.1934717861
2019,12,11,Detroit Lions Offense,-1.058078499,0.1934055097
2019,12,6,Chicago Bears Offense,-1.065365285,0.1912492982
2019,12,13,Houston Texans Offense,-1.130476359,0.1719824699
2019,12,10,Denver Broncos Offense,-1.211530711,0.147997913
2019,12,7,Cincinnati Bengals Offense,-1.237030293,0.1404524062
2019,12,32,Washington Commanders Offense,-1.257686661,0.1343400405
2019,12,30,Tampa Bay Buccaneers Offense,-1.283566309,0.1266820694
2019,12,22,New York Jets Offense,-1.399325255,0.09242817698
2019,12,5,Carolina Panthers Offense,-1.517735125,0.05738985789
2019,12,2,Atlanta Falcons Offense,-1.60493579,0.03158656334
2019,12,31,Tennessee Titans Offense,-1.683937294,0.008209458455
2019,12,21,New York Giants Offense,-1.709101279,0.0007632570488
2019,12,17,Miami Dolphins Offense,-1.71168066,0
2019,13,57,Pittsburgh Steelers Defense,1.724609093,1
2019,13,60,San Francisco 49ers Defense,1.388680643,0.9031724635
2019,13,52,New Orleans Saints Defense,1.319196395,0.8831444234
2019,13,37,Carolina Panthers Defense,1.313981113,0.8816411777
2019,13,51,New England Patriots Defense,1.198331054,0.8483063699
2019,13,62,Tampa Bay Buccaneers Defense,1.181194262,0.8433668857
2019,13,40,Cleveland Browns Defense,1.166172853,0.8390371362
2019,13,48,Kansas City Chiefs Defense,1.099030937,0.8196842461
2019,13,41,Dallas Cowboys Defense,1.093010843,0.817949023
2019,13,58,Los Angeles Rams Defense,1.086017764,0.8159333478
2019,13,35,Baltimore Ravens Defense,1.060770924,0.8086562348
2019,13,56,Philadelphia Eagles Defense,1.055113568,0.8070255666
2019,13,47,Jacksonville Jaguars Defense,1.051635381,0.8060230188
2019,13,50,Minnesota Vikings Defense,1.025702751,0.7985482346
2019,13,63,Tennessee Titans Defense,1.010436173,0.7941478178
2019,13,44,Green Bay Packers Defense,0.9868143131,0.7873390868
2019,13,33,Arizona Cardinals Defense,0.9784715492,0.7849343805
2019,13,38,Chicago Bears Defense,0.9009364055,0.7625857614
2019,13,39,Cincinnati Bengals Defense,0.8557736496,0.7495681132
2019,13,54,New York Jets Defense,0.8345675846,0.7434557073
2019,13,45,Houston Texans Defense,0.8283055255,0.7416507403
2019,13,64,Washington Commanders Defense,0.8174804332,0.7385305312
2019,13,36,Buffalo Bills Defense,0.7922452146,0.7312567679
2019,13,61,Seattle Seahawks Defense,0.7660978906,0.7237201005
2019,13,42,Denver Broncos Defense,0.7002655382,0.7047446773
2019,13,53,New York Giants Defense,0.610796582,0.6789562732
2019,13,46,Indianapolis Colts Defense,0.6032313138,0.6767756711
2019,13,43,Detroit Lions Defense,0.567927707,0.66659981
2019,13,55,Las Vegas Raiders Defense,0.5156033581,0.6515179144
2019,13,59,Los Angeles Chargers Defense,0.4844744359,0.6425453583
2019,13,34,Atlanta Falcons Defense,0.4319001968,0.6273914348
2019,13,49,Miami Dolphins Defense,0.3956104999,0.6169313444
2019,13,3,Baltimore Ravens Offense,0.03851630061,0.5140030225
2019,13,23,Las Vegas Raiders Offense,-0.1551034669,0.4581943374
2019,13,28,San Francisco 49ers Offense,-0.3369245171,0.4057864976
2019,13,20,New Orleans Saints Offense,-0.4153165841,0.3831908802
2019,13,25,Pittsburgh Steelers Offense,-0.4189245891,0.382150914
2019,13,8,Cleveland Browns Offense,-0.4778966608,0.3651528883
2019,13,26,Los Angeles Rams Offense,-0.5213336584,0.3526326702
2019,13,18,Minnesota Vikings Offense,-0.6604528189,0.3125331621
2019,13,19,New England Patriots Offense,-0.7291460963,0.29273311
2019,13,9,Dallas Cowboys Offense,-0.7354934596,0.2909035551
2019,13,4,Buffalo Bills Offense,-0.7455891518,0.2879935872
2019,13,29,Seattle Seahawks Offense,-0.7627272959,0.283053713
2019,13,12,Green Bay Packers Offense,-0.7684102516,0.281415666
2019,13,16,Kansas City Chiefs Offense,-0.7717786518,0.2804447631
2019,13,14,Indianapolis Colts Offense,-0.7957802387,0.27352658
2019,13,15,Jacksonville Jaguars Offense,-0.8095660092,0.2695529892
2019,13,1,Arizona Cardinals Offense,-0.8890208191,0.2466510483
2019,13,27,Los Angeles Chargers Offense,-1.009714958,0.2118623421
2019,13,6,Chicago Bears Offense,-1.018743021,0.2092601063
2019,13,11,Detroit Lions Offense,-1.027962168,0.2066027924
2019,13,13,Houston Texans Offense,-1.070882016,0.1942316366
2019,13,10,Denver Broncos Offense,-1.085849511,0.1899174275
2019,13,24,Philadelphia Eagles Offense,-1.094594184,0.1873968754
2019,13,7,Cincinnati Bengals Offense,-1.135463907,0.1756166448
2019,13,30,Tampa Bay Buccaneers Offense,-1.273939159,0.135702736
2019,13,32,Washington Commanders Offense,-1.327387003,0.1202970058
2019,13,22,New York Jets Offense,-1.479402109,0.07648038878
2019,13,21,New York Giants Offense,-1.599795762,0.0417782944
2019,13,5,Carolina Panthers Offense,-1.633737425,0.03199499779
2019,13,31,Tennessee Titans Offense,-1.685405255,0.01710233633
2019,13,17,Miami Dolphins Offense,-1.701822289,0.01237031391
2019,13,2,Atlanta Falcons Offense,-1.744739217,0
2019,14,57,Pittsburgh Steelers Defense,1.716190379,1
2019,14,52,New Orleans Saints Defense,1.351195238,0.8941323881
2019,14,37,Carolina Panthers Defense,1.290354401,0.876485375
2019,14,60,San Francisco 49ers Defense,1.283610517,0.874529297
2019,14,58,Los Angeles Rams Defense,1.180909463,0.8447406393
2019,14,62,Tampa Bay Buccaneers Defense,1.172043908,0.8421691664
2019,14,51,New England Patriots Defense,1.165379058,0.8402360125
2019,14,35,Baltimore Ravens Defense,1.135597069,0.8315976837
2019,14,40,Cleveland Browns Defense,1.115038212,0.8256345438
2019,14,47,Jacksonville Jaguars Defense,1.111283178,0.8245453882
2019,14,48,Kansas City Chiefs Defense,1.105548239,0.8228819569
2019,14,50,Minnesota Vikings Defense,1.096583719,0.8202817791
2019,14,41,Dallas Cowboys Defense,1.006533354,0.7941624803
2019,14,44,Green Bay Packers Defense,0.9980018544,0.7916879009
2019,14,33,Arizona Cardinals Defense,0.9962836057,0.7911895192
2019,14,56,Philadelphia Eagles Defense,0.9955404389,0.7909739621
2019,14,63,Tennessee Titans Defense,0.9747221191,0.7849355645
2019,14,38,Chicago Bears Defense,0.9146033862,0.7674979989
2019,14,64,Washington Commanders Defense,0.8763516665,0.7564030068
2019,14,45,Houston Texans Defense,0.8607102501,0.7518661809
2019,14,54,New York Jets Defense,0.8562246049,0.7505651101
2019,14,36,Buffalo Bills Defense,0.8346825098,0.7443167799
2019,14,39,Cincinnati Bengals Defense,0.7865612573,0.7303591089
2019,14,61,Seattle Seahawks Defense,0.7557687635,0.721427681
2019,14,42,Denver Broncos Defense,0.698789555,0.7049007411
2019,14,53,New York Giants Defense,0.6803579115,0.699554604
2019,14,46,Indianapolis Colts Defense,0.5900852133,0.6733708171
2019,14,34,Atlanta Falcons Defense,0.5748264951,0.6689449937
2019,14,43,Detroit Lions Defense,0.5432054193,0.6597732338
2019,14,59,Los Angeles Chargers Defense,0.4618101987,0.6361643781
2019,14,55,Las Vegas Raiders Defense,0.4047906638,0.6196257415
2019,14,49,Miami Dolphins Defense,0.2851248707,0.5849164253
2019,14,3,Baltimore Ravens Offense,-0.02067408602,0.4962187917
2019,14,23,Las Vegas Raiders Offense,-0.117789565,0.4680502418
2019,14,20,New Orleans Saints Offense,-0.2962955442,0.4162742053
2019,14,28,San Francisco 49ers Offense,-0.3413340905,0.4032106798
2019,14,8,Cleveland Browns Offense,-0.4348585658,0.3760837081
2019,14,25,Pittsburgh Steelers Offense,-0.4642035309,0.3675721389
2019,14,26,Los Angeles Rams Offense,-0.4756113297,0.3642632828
2019,14,18,Minnesota Vikings Offense,-0.6336616488,0.3184204537
2019,14,19,New England Patriots Offense,-0.7201002612,0.2933487515
2019,14,9,Dallas Cowboys Offense,-0.7526218162,0.2839158058
2019,14,14,Indianapolis Colts Offense,-0.7685178827,0.2793051181
2019,14,16,Kansas City Chiefs Offense,-0.7724645876,0.278160368
2019,14,15,Jacksonville Jaguars Offense,-0.7940460728,0.2719006126
2019,14,4,Buffalo Bills Offense,-0.8488947779,0.2559916298
2019,14,29,Seattle Seahawks Offense,-0.8518400335,0.2551373522
2019,14,12,Green Bay Packers Offense,-0.8665100331,0.2508822878
2019,14,1,Arizona Cardinals Offense,-0.8713390201,0.2494816299
2019,14,6,Chicago Bears Offense,-0.9366731461,0.2305313286
2019,14,27,Los Angeles Chargers Offense,-1.049545632,0.1977924255
2019,14,13,Houston Texans Offense,-1.049785792,0.1977227665
2019,14,7,Cincinnati Bengals Offense,-1.086356837,0.1871152576
2019,14,10,Denver Broncos Offense,-1.112250612,0.1796047135
2019,14,11,Detroit Lions Offense,-1.117852497,0.1779798751
2019,14,24,Philadelphia Eagles Offense,-1.166256884,0.1639400804
2019,14,30,Tampa Bay Buccaneers Offense,-1.21733435,0.1491249532
2019,14,32,Washington Commanders Offense,-1.370394535,0.1047295232
2019,14,22,New York Jets Offense,-1.424912865,0.08891636623
2019,14,31,Tennessee Titans Offense,-1.559421349,0.04990189639
2019,14,21,New York Giants Offense,-1.559820786,0.04978603871
2019,14,2,Atlanta Falcons Offense,-1.678858657,0.01525885277
2019,14,5,Carolina Panthers Offense,-1.727014792,0.001291063901
2019,14,17,Miami Dolphins Offense,-1.731465937,0
2019,15,57,Pittsburgh Steelers Defense,1.600592823,1
2019,15,52,New Orleans Saints Defense,1.319777697,0.9167650765
2019,15,37,Carolina Panthers Defense,1.275158652,0.9035397818
2019,15,60,San Francisco 49ers Defense,1.256535211,0.8980197065
2019,15,47,Jacksonville Jaguars Defense,1.221403308,0.8876064453
2019,15,62,Tampa Bay Buccaneers Defense,1.165210762,0.8709507105
2019,15,48,Kansas City Chiefs Defense,1.121457617,0.8579820725
2019,15,50,Minnesota Vikings Defense,1.120002693,0.8575508263
2019,15,41,Dallas Cowboys Defense,1.087776061,0.8479987012
2019,15,51,New England Patriots Defense,1.081024036,0.8459973693
2019,15,58,Los Angeles Rams Defense,1.061149468,0.8401064538
2019,15,35,Baltimore Ravens Defense,1.057755002,0.8391003183
2019,15,44,Green Bay Packers Defense,1.021422251,0.8283311198
2019,15,40,Cleveland Browns Defense,0.9657048822,0.81181623
2019,15,33,Arizona Cardinals Defense,0.9358810079,0.8029762934
2019,15,36,Buffalo Bills Defense,0.9177496852,0.7976020841
2019,15,56,Philadelphia Eagles Defense,0.9116609573,0.7957973566
2019,15,38,Chicago Bears Defense,0.8907117457,0.7895879118
2019,15,64,Washington Commanders Defense,0.8897217731,0.7892944793
2019,15,63,Tennessee Titans Defense,0.8792583497,0.7861930714
2019,15,54,New York Jets Defense,0.8537289264,0.7786260303
2019,15,39,Cincinnati Bengals Defense,0.8055182392,0.764336156
2019,15,45,Houston Texans Defense,0.7684643523,0.7533532097
2019,15,53,New York Giants Defense,0.7569631032,0.7499441855
2019,15,42,Denver Broncos Defense,0.7323162808,0.7426387514
2019,15,61,Seattle Seahawks Defense,0.6598125405,0.721148302
2019,15,34,Atlanta Falcons Defense,0.6053133192,0.7049944766
2019,15,43,Detroit Lions Defense,0.5754991949,0.69615743
2019,15,46,Indianapolis Colts Defense,0.5706839938,0.6947301818
2019,15,55,Las Vegas Raiders Defense,0.4421133966,0.6566212524
2019,15,59,Los Angeles Chargers Defense,0.4095104422,0.6469575835
2019,15,49,Miami Dolphins Defense,0.2346846021,0.5951383827
2019,15,3,Baltimore Ravens Offense,-0.05255199787,0.5100001043
2019,15,23,Las Vegas Raiders Offense,-0.1942335279,0.4680050328
2019,15,20,New Orleans Saints Offense,-0.2878474784,0.4402574178
2019,15,28,San Francisco 49ers Offense,-0.3867081983,0.4109546358
2019,15,8,Cleveland Browns Offense,-0.429590986,0.3982439759
2019,15,26,Los Angeles Rams Offense,-0.5454120568,0.3639140661
2019,15,18,Minnesota Vikings Offense,-0.5698114874,0.3566819602
2019,15,25,Pittsburgh Steelers Offense,-0.5812675977,0.3532863152
2019,15,9,Dallas Cowboys Offense,-0.6298813903,0.3388769586
2019,15,14,Indianapolis Colts Offense,-0.7481221463,0.3038298427
2019,15,4,Buffalo Bills Offense,-0.7625424186,0.2995556062
2019,15,1,Arizona Cardinals Offense,-0.7657223211,0.2986130682
2019,15,19,New England Patriots Offense,-0.7795476712,0.2945151694
2019,15,16,Kansas City Chiefs Offense,-0.7921567587,0.2907777766
2019,15,12,Green Bay Packers Offense,-0.8029132448,0.2875895036
2019,15,15,Jacksonville Jaguars Offense,-0.8301224207,0.2795245759
2019,15,29,Seattle Seahawks Offense,-0.8665187157,0.268736543
2019,15,6,Chicago Bears Offense,-0.9251651455,0.2513534655
2019,15,13,Houston Texans Offense,-0.9513378217,0.2435957613
2019,15,7,Cincinnati Bengals Offense,-1.02677052,0.2212371548
2019,15,27,Los Angeles Chargers Offense,-1.052019501,0.2137532383
2019,15,11,Detroit Lions Offense,-1.083676025,0.2043700957
2019,15,24,Philadelphia Eagles Offense,-1.1324401,0.1899161948
2019,15,10,Denver Broncos Offense,-1.138002423,0.188267496
2019,15,30,Tampa Bay Buccaneers Offense,-1.226375208,0.1620733873
2019,15,32,Washington Commanders Offense,-1.240821773,0.1577913573
2019,15,22,New York Jets Offense,-1.349765044,0.1255000598
2019,15,31,Tennessee Titans Offense,-1.467648251,0.09055892323
2019,15,21,New York Giants Offense,-1.470909082,0.08959239755
2019,15,5,Carolina Panthers Offense,-1.653923634,0.03534602389
2019,15,2,Atlanta Falcons Offense,-1.677584591,0.02833280521
2019,15,17,Miami Dolphins Offense,-1.773172836,0
2019,16,57,Pittsburgh Steelers Defense,1.532483015,1
2019,16,52,New Orleans Saints Defense,1.288433925,0.9269779826
2019,16,37,Carolina Panthers Defense,1.279345482,0.9242586263
2019,16,62,Tampa Bay Buccaneers Defense,1.174985311,0.8930329812
2019,16,60,San Francisco 49ers Defense,1.171334177,0.8919405241
2019,16,50,Minnesota Vikings Defense,1.139261005,0.8823438988
2019,16,48,Kansas City Chiefs Defense,1.137103245,0.8816982747
2019,16,58,Los Angeles Rams Defense,1.132847914,0.8804250354
2019,16,44,Green Bay Packers Defense,1.130813683,0.8798163724
2019,16,47,Jacksonville Jaguars Defense,1.1268595,0.8786332399
2019,16,51,New England Patriots Defense,1.118828938,0.8762304125
2019,16,35,Baltimore Ravens Defense,1.014449119,0.8449988887
2019,16,41,Dallas Cowboys Defense,1.00999205,0.8436652874
2019,16,33,Arizona Cardinals Defense,0.9922772232,0.8383648277
2019,16,40,Cleveland Browns Defense,0.93717528,0.8218777552
2019,16,63,Tennessee Titans Defense,0.9171220087,0.8158776086
2019,16,54,New York Jets Defense,0.9044135151,0.8120750956
2019,16,36,Buffalo Bills Defense,0.8848470102,0.8062205945
2019,16,56,Philadelphia Eagles Defense,0.8810195261,0.8050753716
2019,16,64,Washington Commanders Defense,0.8656070316,0.8004637935
2019,16,39,Cincinnati Bengals Defense,0.8420722113,0.7934219313
2019,16,38,Chicago Bears Defense,0.809700748,0.783736054
2019,16,53,New York Giants Defense,0.8086346446,0.7834170648
2019,16,42,Denver Broncos Defense,0.7516229458,0.7663585736
2019,16,45,Houston Texans Defense,0.7350829653,0.76140964
2019,16,46,Indianapolis Colts Defense,0.6543345735,0.7372488842
2019,16,61,Seattle Seahawks Defense,0.6269106778,0.7290433703
2019,16,34,Atlanta Falcons Defense,0.5952764684,0.719578087
2019,16,59,Los Angeles Chargers Defense,0.5269746361,0.6991414709
2019,16,43,Detroit Lions Defense,0.4617831921,0.6796355151
2019,16,55,Las Vegas Raiders Defense,0.44085094,0.6733723683
2019,16,49,Miami Dolphins Defense,0.2945228251,0.6295894796
2019,16,3,Baltimore Ravens Offense,-0.01647953411,0.5365343502
2019,16,23,Las Vegas Raiders Offense,-0.2975410193,0.4524378407
2019,16,20,New Orleans Saints Offense,-0.3224496216,0.4449849287
2019,16,8,Cleveland Browns Offense,-0.3901649924,0.4247237879
2019,16,28,San Francisco 49ers Offense,-0.4711405815,0.4004950523
2019,16,26,Los Angeles Rams Offense,-0.4783464829,0.3983389719
2019,16,9,Dallas Cowboys Offense,-0.6037804381,0.3608078324
2019,16,25,Pittsburgh Steelers Offense,-0.6177044006,0.3566416385
2019,16,18,Minnesota Vikings Offense,-0.7037510691,0.3308955834
2019,16,16,Kansas City Chiefs Offense,-0.7091384906,0.3292836111
2019,16,19,New England Patriots Offense,-0.72866779,0.3234402423
2019,16,14,Indianapolis Colts Offense,-0.7389613638,0.3203602983
2019,16,1,Arizona Cardinals Offense,-0.754717962,0.3156457608
2019,16,4,Buffalo Bills Offense,-0.7981129084,0.302661543
2019,16,15,Jacksonville Jaguars Offense,-0.8156577399,0.2974119476
2019,16,12,Green Bay Packers Offense,-0.8329552616,0.2922363498
2019,16,6,Chicago Bears Offense,-0.9327427458,0.2623789003
2019,16,29,Seattle Seahawks Offense,-0.9357086938,0.2614914579
2019,16,13,Houston Texans Offense,-0.9598807823,0.2542589185
2019,16,10,Denver Broncos Offense,-1.022973835,0.235380823
2019,16,27,Los Angeles Chargers Offense,-1.041167424,0.2299371126
2019,16,24,Philadelphia Eagles Offense,-1.066432282,0.2223776053
2019,16,7,Cincinnati Bengals Offense,-1.093027875,0.2144199281
2019,16,11,Detroit Lions Offense,-1.097038991,0.2132197609
2019,16,30,Tampa Bay Buccaneers Offense,-1.178482863,0.1888509102
2019,16,22,New York Jets Offense,-1.291931496,0.1549059031
2019,16,32,Washington Commanders Offense,-1.303407196,0.151472255
2019,16,31,Tennessee Titans Offense,-1.41928401,0.1168007112
2019,16,21,New York Giants Offense,-1.463192117,0.1036629502
2019,16,2,Atlanta Falcons Offense,-1.570644174,0.07151218123
2019,16,5,Carolina Panthers Offense,-1.721834451,0.02627448319
2019,16,17,Miami Dolphins Offense,-1.809647195,0
2019,17,57,Pittsburgh Steelers Defense,1.562626784,1
2019,17,62,Tampa Bay Buccaneers Defense,1.260485942,0.9085629405
2019,17,37,Carolina Panthers Defense,1.248060186,0.9048025267
2019,17,48,Kansas City Chiefs Defense,1.196165738,0.8890976794
2019,17,52,New Orleans Saints Defense,1.19453141,0.8886030818
2019,17,60,San Francisco 49ers Defense,1.17902321,0.8839098261
2019,17,50,Minnesota Vikings Defense,1.163679255,0.879266276
2019,17,47,Jacksonville Jaguars Defense,1.145183578,0.8736689187
2019,17,44,Green Bay Packers Defense,1.045628898,0.8435406276
2019,17,51,New England Patriots Defense,1.041669296,0.842342331
2019,17,58,Los Angeles Rams Defense,1.040186369,0.841893552
2019,17,35,Baltimore Ravens Defense,1.027226991,0.8379716478
2019,17,41,Dallas Cowboys Defense,0.9993529457,0.8295361091
2019,17,63,Tennessee Titans Defense,0.9674430141,0.8198791879
2019,17,33,Arizona Cardinals Defense,0.9657220019,0.819358357
2019,17,39,Cincinnati Bengals Defense,0.9488262462,0.8142451846
2019,17,56,Philadelphia Eagles Defense,0.9428718357,0.8124431978
2019,17,64,Washington Commanders Defense,0.8791633299,0.7931630555
2019,17,40,Cleveland Browns Defense,0.8718500939,0.7909498466
2019,17,54,New York Jets Defense,0.8381908183,0.7807635204
2019,17,36,Buffalo Bills Defense,0.8266029239,0.7772566691
2019,17,53,New York Giants Defense,0.7794304757,0.7629808435
2019,17,38,Chicago Bears Defense,0.7701077193,0.7601594923
2019,17,42,Denver Broncos Defense,0.7700628568,0.7601459156
2019,17,46,Indianapolis Colts Defense,0.6465663749,0.7227721031
2019,17,45,Houston Texans Defense,0.6356271871,0.7194615703
2019,17,61,Seattle Seahawks Defense,0.632370898,0.7184761176
2019,17,34,Atlanta Falcons Defense,0.5475332669,0.6928016558
2019,17,59,Los Angeles Chargers Defense,0.488683412,0.6749918898
2019,17,43,Detroit Lions Defense,0.4870657104,0.6745023238
2019,17,55,Las Vegas Raiders Defense,0.4478571209,0.6626366055
2019,17,49,Miami Dolphins Defense,0.2900078864,0.6148665994
2019,17,3,Baltimore Ravens Offense,-0.05304868272,0.5110471894
2019,17,20,New Orleans Saints Offense,-0.2927603194,0.4385031167
2019,17,23,Las Vegas Raiders Offense,-0.3158545991,0.4315140814
2019,17,26,Los Angeles Rams Offense,-0.4465465044,0.3919627137
2019,17,28,San Francisco 49ers Offense,-0.4756383758,0.3831586237
2019,17,8,Cleveland Browns Offense,-0.4937958302,0.3776636226
2019,17,9,Dallas Cowboys Offense,-0.6250565707,0.337940108
2019,17,25,Pittsburgh Steelers Offense,-0.6336752967,0.335331818
