year,weeksofar,id,team,massey,normalizedMassey
2017,9,3,Baltimore Ravens Offense,-0.2560757149,0.4549177256
2017,9,31,Tennessee Titans Offense,-0.3197823454,0.4383387606
2017,9,9,Dallas Cowboys Offense,-0.4171726725,0.412993976
2017,9,15,Jacksonville Jaguars Offense,-0.5138438548,0.3878363412
2017,9,18,Minnesota Vikings Offense,-0.6837286389,0.3436256544
2017,9,5,Carolina Panthers Offense,-0.6886989774,0.3423321773
2017,9,27,Los Angeles Chargers Offense,-0.7098466456,0.3368287242
2017,9,16,Kansas City Chiefs Offense,-0.7571893502,0.3245082948
2017,9,30,Tampa Bay Buccaneers Offense,-0.7805942418,0.3184174237
2017,9,6,Chicago Bears Offense,-0.8422579383,0.3023701103
2017,9,21,New York Giants Offense,-0.8845651492,0.2913601139
2017,9,7,Cincinnati Bengals Offense,-0.9197293459,0.2822090102
2017,9,24,Philadelphia Eagles Offense,-0.9764713913,0.2674425035
2017,9,17,Miami Dolphins Offense,-0.9807749344,0.2663225527
2017,9,12,Green Bay Packers Offense,-1.070529919,0.2429647838
2017,9,11,Detroit Lions Offense,-1.078547705,0.2408782412
2017,9,4,Buffalo Bills Offense,-1.107523335,0.2333376454
2017,9,2,Atlanta Falcons Offense,-1.142451239,0.2242480343
2017,9,22,New York Jets Offense,-1.208835512,0.2069722417
2017,9,8,Cleveland Browns Offense,-1.237573277,0.1994935476
2017,9,19,New England Patriots Offense,-1.240374314,0.1987646079
2017,9,32,Washington Commanders Offense,-1.365234665,0.1662710451
2017,9,13,Houston Texans Offense,-1.375230918,0.1636696279
2017,9,29,Seattle Seahawks Offense,-1.503133354,0.1303843956
2017,9,10,Denver Broncos Offense,-1.537889293,0.1213395364
2017,9,1,Arizona Cardinals Offense,-1.592144297,0.1072202555
2017,9,14,Indianapolis Colts Offense,-1.607366237,0.1032589093
2017,9,28,San Francisco 49ers Offense,-2.004150788,0
2017,10,47,Jacksonville Jaguars Defense,1.59133285,1
2017,10,38,Chicago Bears Defense,1.470156969,0.9648910709
2017,10,56,Philadelphia Eagles Defense,1.460812889,0.9621837612
2017,10,57,Pittsburgh Steelers Defense,1.389343769,0.9414766352
2017,10,50,Minnesota Vikings Defense,1.325727025,0.9230446195
2017,10,59,Los Angeles Chargers Defense,1.306225318,0.9173942868
2017,10,41,Dallas Cowboys Defense,1.274722531,0.9082668176
2017,10,35,Baltimore Ravens Defense,1.238221615,0.8976912142
2017,10,34,Atlanta Falcons Defense,1.113479521,0.8615490275
2017,10,43,Detroit Lions Defense,1.091982409,0.8553205554
2017,10,39,Cincinnati Bengals Defense,1.084460413,0.8531411679
2017,10,37,Carolina Panthers Defense,0.9578031407,0.8164440864
2017,10,61,Seattle Seahawks Defense,0.9347357829,0.8097606588
2017,10,54,New York Jets Defense,0.9327447162,0.8091837765
2017,10,64,Washington Commanders Defense,0.8961323312,0.7985758765
2017,10,51,New England Patriots Defense,0.8884228877,0.7963421787
2017,10,58,Los Angeles Rams Defense,0.8855987733,0.7955239331
2017,10,62,Tampa Bay Buccaneers Defense,0.8602522053,0.7881801379
2017,10,49,Miami Dolphins Defense,0.8310101809,0.7797076915
2017,10,46,Indianapolis Colts Defense,0.8233170415,0.7774787175
2017,10,52,New Orleans Saints Defense,0.8070009829,0.7727513796
2017,10,60,San Francisco 49ers Defense,0.7893925103,0.7676495837
2017,10,33,Arizona Cardinals Defense,0.7808019586,0.7651605977
2017,10,48,Kansas City Chiefs Defense,0.683179903,0.7368760431
2017,10,42,Denver Broncos Defense,0.6387820219,0.7240124102
2017,10,44,Green Bay Packers Defense,0.6130241832,0.7165494554
2017,10,45,Houston Texans Defense,0.5943626733,0.7111425574
2017,10,40,Cleveland Browns Defense,0.5778295651,0.7063523325
2017,10,36,Buffalo Bills Defense,0.49675294,0.6828615731
2017,10,63,Tennessee Titans Defense,0.3939380154,0.6530724612
2017,10,55,Las Vegas Raiders Defense,0.3646595102,0.644589445
2017,10,53,New York Giants Defense,0.1048273107,0.5693068875
2017,10,23,Las Vegas Raiders Offense,0.002457515764,0.5396467453
2017,10,25,Pittsburgh Steelers Offense,-0.09229402331,0.5121938808
2017,10,20,New Orleans Saints Offense,-0.1556748289,0.4938302247
2017,10,3,Baltimore Ravens Offense,-0.3197713003,0.4462856861
2017,10,18,Minnesota Vikings Offense,-0.4478330079,0.4091816902
2017,10,26,Los Angeles Rams Offense,-0.4483889456,0.4090206154
2017,10,31,Tennessee Titans Offense,-0.5217123409,0.3877762403
2017,10,5,Carolina Panthers Offense,-0.5249663706,0.386833433
2017,10,15,Jacksonville Jaguars Offense,-0.5485477183,0.3800010844
2017,10,27,Los Angeles Chargers Offense,-0.6852908028,0.3403817873
2017,10,9,Dallas Cowboys Offense,-0.735893643,0.3257203588
2017,10,17,Miami Dolphins Offense,-0.7513398849,0.3212450374
2017,10,21,New York Giants Offense,-0.7788357511,0.3132785146
2017,10,16,Kansas City Chiefs Offense,-0.7898511744,0.3100869578
2017,10,4,Buffalo Bills Offense,-0.8393437303,0.2957472178
2017,10,7,Cincinnati Bengals Offense,-0.8926406942,0.2803052065
2017,10,30,Tampa Bay Buccaneers Offense,-0.9320505633,0.2688867767
2017,10,6,Chicago Bears Offense,-0.9345954083,0.2681494453
2017,10,12,Green Bay Packers Offense,-0.9876225442,0.2527856127
2017,10,19,New England Patriots Offense,-1.00411634,0.2480067782
2017,10,2,Atlanta Falcons Offense,-1.02797,0.2410955309
2017,10,24,Philadelphia Eagles Offense,-1.057940575,0.2324119977
2017,10,11,Detroit Lions Offense,-1.163295405,0.2018869856
2017,10,32,Washington Commanders Offense,-1.222690299,0.1846781889
2017,10,8,Cleveland Browns Offense,-1.294359703,0.1639130334
2017,10,10,Denver Broncos Offense,-1.318523055,0.1569120576
2017,10,13,Houston Texans Offense,-1.463592552,0.1148803048
2017,10,1,Arizona Cardinals Offense,-1.536980594,0.09361719914
2017,10,14,Indianapolis Colts Offense,-1.573607669,0.08300504308
2017,10,29,Seattle Seahawks Offense,-1.605687356,0.07371042571
2017,10,22,New York Jets Offense,-1.687981722,0.04986684375
2017,10,28,San Francisco 49ers Offense,-1.860093458,0
2017,11,47,Jacksonville Jaguars Defense,1.609091509,1
2017,11,57,Pittsburgh Steelers Defense,1.59908557,0.997102589
2017,11,56,Philadelphia Eagles Defense,1.496085235,0.9672768717
2017,11,35,Baltimore Ravens Defense,1.423685656,0.9463121889
2017,11,38,Chicago Bears Defense,1.341896609,0.9226286057
2017,11,50,Minnesota Vikings Defense,1.264833105,0.9003133941
2017,11,59,Los Angeles Chargers Defense,1.215956589,0.8861602639
2017,11,41,Dallas Cowboys Defense,1.184222807,0.8769711404
2017,11,64,Washington Commanders Defense,1.15152218,0.8675020482
2017,11,39,Cincinnati Bengals Defense,1.112894185,0.8563165733
2017,11,34,Atlanta Falcons Defense,1.077025657,0.8459301552
2017,11,37,Carolina Panthers Defense,0.9959810049,0.8224621258
2017,11,54,New York Jets Defense,0.9721092189,0.8155495935
2017,11,43,Detroit Lions Defense,0.9683950279,0.8144740785
2017,11,58,Los Angeles Rams Defense,0.8904625801,0.7919072475
2017,11,62,Tampa Bay Buccaneers Defense,0.8756380916,0.7876145333
2017,11,61,Seattle Seahawks Defense,0.8480625713,0.7796295139
2017,11,60,San Francisco 49ers Defense,0.8377645804,0.7766475336
2017,11,51,New England Patriots Defense,0.8356556196,0.7760368437
2017,11,46,Indianapolis Colts Defense,0.8201454528,0.7715455782
2017,11,33,Arizona Cardinals Defense,0.7853446708,0.7614683461
2017,11,44,Green Bay Packers Defense,0.7609040334,0.754391092
2017,11,52,New Orleans Saints Defense,0.7544914115,0.7525341947
2017,11,49,Miami Dolphins Defense,0.6925519374,0.7345984351
2017,11,42,Denver Broncos Defense,0.6505432755,0.7224340235
2017,11,40,Cleveland Browns Defense,0.5756806939,0.700756131
2017,11,48,Kansas City Chiefs Defense,0.5490953943,0.693057849
2017,11,36,Buffalo Bills Defense,0.5068780548,0.6808330108
2017,11,63,Tennessee Titans Defense,0.5047022867,0.6802029755
2017,11,45,Houston Texans Defense,0.5011170099,0.67916479
2017,11,55,Las Vegas Raiders Defense,0.3164755884,0.6256983345
2017,11,53,New York Giants Defense,0.1001641256,0.5630612127
2017,11,23,Las Vegas Raiders Offense,0.01210799115,0.5375628746
2017,11,25,Pittsburgh Steelers Offense,-0.2137324081,0.472166467
2017,11,18,Minnesota Vikings Offense,-0.3555562947,0.4310986478
2017,11,20,New Orleans Saints Offense,-0.3892920737,0.4213298077
2017,11,3,Baltimore Ravens Offense,-0.4204153484,0.4123174681
2017,11,26,Los Angeles Rams Offense,-0.4303698489,0.4094349521
2017,11,15,Jacksonville Jaguars Offense,-0.5206435559,0.3832944734
2017,11,5,Carolina Panthers Offense,-0.5672544976,0.3697973837
2017,11,21,New York Giants Offense,-0.6882858848,0.3347504303
2017,11,31,Tennessee Titans Offense,-0.7085999528,0.3288681034
2017,11,17,Miami Dolphins Offense,-0.7224136777,0.3248680751
2017,11,9,Dallas Cowboys Offense,-0.7326870569,0.3218932217
2017,11,4,Buffalo Bills Offense,-0.739037356,0.3200543711
2017,11,16,Kansas City Chiefs Offense,-0.7562361401,0.3150741341
2017,11,27,Los Angeles Chargers Offense,-0.7604739786,0.3138469869
2017,11,6,Chicago Bears Offense,-0.7834921209,0.3071816435
2017,11,7,Cincinnati Bengals Offense,-0.8145077359,0.2982004789
2017,11,30,Tampa Bay Buccaneers Offense,-0.8868749443,0.2772451695
2017,11,24,Philadelphia Eagles Offense,-0.9295254193,0.2648949086
2017,11,2,Atlanta Falcons Offense,-0.9590446506,0.2563470505
2017,11,19,New England Patriots Offense,-0.9936131864,0.2463370697
2017,11,11,Detroit Lions Offense,-1.097032822,0.216389936
2017,11,32,Washington Commanders Offense,-1.181215199,0.1920133184
2017,11,12,Green Bay Packers Offense,-1.242643886,0.174225467
2017,11,8,Cleveland Browns Offense,-1.321338598,0.1514379079
2017,11,13,Houston Texans Offense,-1.439376724,0.1172577107
2017,11,10,Denver Broncos Offense,-1.455805891,0.112500331
2017,11,1,Arizona Cardinals Offense,-1.456417306,0.112323284
2017,11,29,Seattle Seahawks Offense,-1.546711842,0.08617677394
2017,11,14,Indianapolis Colts Offense,-1.549366734,0.08540799916
2017,11,22,New York Jets Offense,-1.724289286,0.03475582845
2017,11,28,San Francisco 49ers Offense,-1.8443153,0
2017,12,57,Pittsburgh Steelers Defense,1.489323229,1
2017,12,56,Philadelphia Eagles Defense,1.443258954,0.9862809431
2017,12,47,Jacksonville Jaguars Defense,1.412183657,0.9770259667
2017,12,35,Baltimore Ravens Defense,1.342884256,0.9563869264
2017,12,38,Chicago Bears Defense,1.301156691,0.9439594467
2017,12,64,Washington Commanders Defense,1.244056565,0.9269536461
2017,12,50,Minnesota Vikings Defense,1.218154172,0.9192392859
2017,12,39,Cincinnati Bengals Defense,1.164794592,0.9033475102
2017,12,59,Los Angeles Chargers Defense,1.122802633,0.8908412877
2017,12,34,Atlanta Falcons Defense,1.086645547,0.8800728316
2017,12,41,Dallas Cowboys Defense,1.076499484,0.8770510881
2017,12,51,New England Patriots Defense,1.063479901,0.8731735408
2017,12,43,Detroit Lions Defense,1.041084458,0.8665036354
2017,12,54,New York Jets Defense,0.9367363373,0.8354262372
2017,12,37,Carolina Panthers Defense,0.9186453749,0.8300383104
2017,12,58,Los Angeles Rams Defense,0.9017660094,0.8250112264
2017,12,61,Seattle Seahawks Defense,0.8860700233,0.8203365816
2017,12,33,Arizona Cardinals Defense,0.8688332102,0.815203041
2017,12,52,New Orleans Saints Defense,0.8068424822,0.7967407005
2017,12,49,Miami Dolphins Defense,0.8032493708,0.7956705849
2017,12,62,Tampa Bay Buccaneers Defense,0.7898072565,0.7916671976
2017,12,44,Green Bay Packers Defense,0.7757072701,0.7874678801
2017,12,60,San Francisco 49ers Defense,0.7125263009,0.7686510569
2017,12,42,Denver Broncos Defense,0.698211159,0.7643876608
2017,12,46,Indianapolis Colts Defense,0.6980789356,0.7643482815
2017,12,36,Buffalo Bills Defense,0.6240860895,0.7423114194
2017,12,48,Kansas City Chiefs Defense,0.5549181553,0.721711533
2017,12,40,Cleveland Browns Defense,0.5451073954,0.7187896511
2017,12,63,Tennessee Titans Defense,0.5435270859,0.7183189966
2017,12,45,Houston Texans Defense,0.4805543502,0.6995641904
2017,12,55,Las Vegas Raiders Defense,0.3781295147,0.6690595931
2017,12,53,New York Giants Defense,0.2600205669,0.6338838873
2017,12,23,Las Vegas Raiders Offense,0.03747241021,0.5676036549
2017,12,25,Pittsburgh Steelers Offense,-0.2282224393,0.4884732923
2017,12,20,New Orleans Saints Offense,-0.3759118401,0.4444878109
2017,12,3,Baltimore Ravens Offense,-0.4236849611,0.4302598182
2017,12,18,Minnesota Vikings Offense,-0.4286900663,0.4287691766
2017,12,26,Los Angeles Rams Offense,-0.5435233411,0.3945690455
2017,12,5,Carolina Panthers Offense,-0.5597290738,0.3897425857
2017,12,27,Los Angeles Chargers Offense,-0.6036748627,0.3766544652
2017,12,31,Tennessee Titans Offense,-0.6078486765,0.3754114023
2017,12,15,Jacksonville Jaguars Offense,-0.629138706,0.3690707158
2017,12,9,Dallas Cowboys Offense,-0.6679589025,0.3575091208
2017,12,4,Buffalo Bills Offense,-0.7514890373,0.3326318232
2017,12,6,Chicago Bears Offense,-0.7685565027,0.3275487185
2017,12,21,New York Giants Offense,-0.7939727273,0.3199791511
2017,12,16,Kansas City Chiefs Offense,-0.7958682685,0.319414613
2017,12,2,Atlanta Falcons Offense,-0.8114545115,0.3147726523
2017,12,7,Cincinnati Bengals Offense,-0.8183848252,0.312708637
2017,12,24,Philadelphia Eagles Offense,-0.8538872085,0.3021351672
2017,12,30,Tampa Bay Buccaneers Offense,-0.8575483143,0.3010448012
2017,12,17,Miami Dolphins Offense,-0.9725048885,0.2668079485
2017,12,19,New England Patriots Offense,-1.012222776,0.2549789994
2017,12,11,Detroit Lions Offense,-1.073633544,0.2366893849
2017,12,12,Green Bay Packers Offense,-1.17254317,0.2072317022
2017,12,1,Arizona Cardinals Offense,-1.302735897,0.1684571542
2017,12,32,Washington Commanders Offense,-1.33495008,0.1588629901
2017,12,13,Houston Texans Offense,-1.383138453,0.1445113255
2017,12,29,Seattle Seahawks Offense,-1.393737832,0.1413545734
2017,12,8,Cleveland Browns Offense,-1.435658667,0.1288695334
2017,12,10,Denver Broncos Offense,-1.504468915,0.1083761746
2017,12,22,New York Jets Offense,-1.602886858,0.07906492704
2017,12,14,Indianapolis Colts Offense,-1.650226096,0.06496615489
2017,12,28,San Francisco 49ers Offense,-1.868361995,0
2017,13,57,Pittsburgh Steelers Defense,1.439746973,1
2017,13,47,Jacksonville Jaguars Defense,1.393332001,0.9853801329
2017,13,56,Philadelphia Eagles Defense,1.361732441,0.9754268493
2017,13,35,Baltimore Ravens Defense,1.301506766,0.9564568634
2017,13,38,Chicago Bears Defense,1.185084967,0.9197861261
2017,13,39,Cincinnati Bengals Defense,1.172161745,0.9157155477
2017,13,64,Washington Commanders Defense,1.155638193,0.910510931
2017,13,41,Dallas Cowboys Defense,1.117104321,0.8983734659
2017,13,50,Minnesota Vikings Defense,1.096991914,0.8920384258
2017,13,51,New England Patriots Defense,1.093153551,0.8908294115
2017,13,34,Atlanta Falcons Defense,1.042811724,0.8749726568
2017,13,59,Los Angeles Chargers Defense,1.037825256,0.8734020105
2017,13,61,Seattle Seahawks Defense,1.035842105,0.8727773541
2017,13,44,Green Bay Packers Defense,1.003801189,0.8626850519
2017,13,58,Los Angeles Rams Defense,0.9869882653,0.8573892884
2017,13,43,Detroit Lions Defense,0.9545749888,0.8471796991
2017,13,37,Carolina Panthers Defense,0.9449771212,0.8441565464
2017,13,49,Miami Dolphins Defense,0.8699027038,0.8205094781
2017,13,54,New York Jets Defense,0.869778387,0.8204703205
2017,13,33,Arizona Cardinals Defense,0.8690284457,0.8202341027
2017,13,52,New Orleans Saints Defense,0.7578359575,0.7852105027
2017,13,62,Tampa Bay Buccaneers Defense,0.7375581001,0.7788233485
2017,13,60,San Francisco 49ers Defense,0.6908993051,0.7641266815
2017,13,46,Indianapolis Colts Defense,0.68649034,0.7627379381
2017,13,42,Denver Broncos Defense,0.6718955577,0.7581408487
2017,13,63,Tennessee Titans Defense,0.6586960374,0.7539832412
2017,13,36,Buffalo Bills Defense,0.6470347144,0.7503101377
2017,13,40,Cleveland Browns Defense,0.600338569,0.7356017061
2017,13,45,Houston Texans Defense,0.4991665837,0.7037343812
2017,13,48,Kansas City Chiefs Defense,0.4179798973,0.6781620599
2017,13,55,Las Vegas Raiders Defense,0.4105479466,0.6758211314
2017,13,53,New York Giants Defense,0.2709199949,0.6318408804
2017,13,23,Las Vegas Raiders Offense,-0.006510907006,0.5444552207
2017,13,25,Pittsburgh Steelers Offense,-0.2340896115,0.4727720913
2017,13,3,Baltimore Ravens Offense,-0.316008665,0.4469690878
2017,13,20,New Orleans Saints Offense,-0.4094081309,0.4175499644
2017,13,18,Minnesota Vikings Offense,-0.4271525099,0.4119608096
2017,13,26,Los Angeles Rams Offense,-0.5325819078,0.3787524776
2017,13,31,Tennessee Titans Offense,-0.5623530536,0.3693751112
2017,13,15,Jacksonville Jaguars Offense,-0.5773580493,0.364648812
2017,13,5,Carolina Panthers Offense,-0.577456867,0.3646176862
2017,13,9,Dallas Cowboys Offense,-0.6065330948,0.3554592063
2017,13,27,Los Angeles Chargers Offense,-0.6068256038,0.3553670713
2017,13,2,Atlanta Falcons Offense,-0.6549575763,0.3402063803
2017,13,7,Cincinnati Bengals Offense,-0.6874101355,0.3299844177
2017,13,6,Chicago Bears Offense,-0.7590903442,0.307406463
2017,13,16,Kansas City Chiefs Offense,-0.7690059568,0.3042832264
2017,13,4,Buffalo Bills Offense,-0.8533853475,0.2777052617
2017,13,21,New York Giants Offense,-0.8574314687,0.2764308075
2017,13,17,Miami Dolphins Offense,-0.9842780591,0.2364764517
2017,13,24,Philadelphia Eagles Offense,-1.016948304,0.2261859222
2017,13,19,New England Patriots Offense,-1.02601032,0.2233315528
2017,13,11,Detroit Lions Offense,-1.033532297,0.2209622676
2017,13,30,Tampa Bay Buccaneers Offense,-1.055393961,0.2140762434
2017,13,12,Green Bay Packers Offense,-1.162306414,0.180400776
2017,13,29,Seattle Seahawks Offense,-1.298457956,0.1375155306
2017,13,1,Arizona Cardinals Offense,-1.373519632,0.1138724757
2017,13,32,Washington Commanders Offense,-1.399773716,0.1056029194
2017,13,8,Cleveland Browns Offense,-1.408648105,0.1028076491
2017,13,13,Houston Texans Offense,-1.43199412,0.09545408144
2017,13,22,New York Jets Offense,-1.493735129,0.07600679273
2017,13,14,Indianapolis Colts Offense,-1.553561661,0.05716252958
2017,13,10,Denver Broncos Offense,-1.570586611,0.05179998181
2017,13,28,San Francisco 49ers Offense,-1.735040546,0
2017,14,57,Pittsburgh Steelers Defense,1.457156592,1
2017,14,35,Baltimore Ravens Defense,1.369441949,0.9727045957
2017,14,56,Philadelphia Eagles Defense,1.334003819,0.9616768121
2017,14,47,Jacksonville Jaguars Defense,1.314017459,0.9554573741
2017,14,38,Chicago Bears Defense,1.209773964,0.9230184533
2017,14,39,Cincinnati Bengals Defense,1.175781345,0.9124404898
2017,14,64,Washington Commanders Defense,1.162485751,0.908303112
2017,14,50,Minnesota Vikings Defense,1.077889359,0.8819780576
2017,14,41,Dallas Cowboys Defense,1.059086868,0.876127021
2017,14,37,Carolina Panthers Defense,1.058087664,0.8758160847
2017,14,34,Atlanta Falcons Defense,1.050319562,0.8733987744
2017,14,58,Los Angeles Rams Defense,1.018676235,0.8635518734
2017,14,51,New England Patriots Defense,0.9899588371,0.8546154751
2017,14,59,Los Angeles Chargers Defense,0.9866352511,0.8535812279
2017,14,43,Detroit Lions Defense,0.9725383249,0.8491944882
2017,14,61,Seattle Seahawks Defense,0.9383199253,0.8385462655
2017,14,33,Arizona Cardinals Defense,0.9237309758,0.834006416
2017,14,44,Green Bay Packers Defense,0.9217422844,0.8333875668
2017,14,54,New York Jets Defense,0.834558021,0.8062572079
2017,14,49,Miami Dolphins Defense,0.8292612308,0.8046089309
2017,14,63,Tennessee Titans Defense,0.7951268816,0.7939868633
2017,14,52,New Orleans Saints Defense,0.793750955,0.7935586968
2017,14,60,San Francisco 49ers Defense,0.6969592294,0.7634386483
2017,14,62,Tampa Bay Buccaneers Defense,0.6806409641,0.7583606632
2017,14,42,Denver Broncos Defense,0.6424981641,0.7464912293
2017,14,46,Indianapolis Colts Defense,0.5788738469,0.7266923517
2017,14,48,Kansas City Chiefs Defense,0.5368501563,0.7136152463
2017,14,55,Las Vegas Raiders Defense,0.5333701482,0.712532323
2017,14,40,Cleveland Browns Defense,0.5309083996,0.7117662659
2017,14,45,Houston Texans Defense,0.5111850471,0.7056286717
2017,14,36,Buffalo Bills Defense,0.5107787133,0.7055022271
2017,14,53,New York Giants Defense,0.2517011144,0.6248813909
2017,14,23,Las Vegas Raiders Offense,-0.1247068546,0.5077492061
2017,14,25,Pittsburgh Steelers Offense,-0.2935488642,0.455208253
2017,14,3,Baltimore Ravens Offense,-0.3234161517,0.4459140272
2017,14,20,New Orleans Saints Offense,-0.4129452958,0.4180539788
2017,14,15,Jacksonville Jaguars Offense,-0.4769838834,0.3981261869
2017,14,26,Los Angeles Rams Offense,-0.5155427826,0.3861272695
2017,14,18,Minnesota Vikings Offense,-0.5188986792,0.3850829678
2017,14,5,Carolina Panthers Offense,-0.557253482,0.373147562
2017,14,9,Dallas Cowboys Offense,-0.5905689917,0.3627803042
2017,14,31,Tennessee Titans Offense,-0.6115378067,0.3562551419
2017,14,27,Los Angeles Chargers Offense,-0.6610245134,0.3408556643
2017,14,2,Atlanta Falcons Offense,-0.6768050469,0.3359450128
2017,14,6,Chicago Bears Offense,-0.7261633437,0.3205854943
2017,14,4,Buffalo Bills Offense,-0.7362342203,0.3174515974
2017,14,7,Cincinnati Bengals Offense,-0.743222739,0.3152768813
2017,14,21,New York Giants Offense,-0.8031434073,0.2966305205
2017,14,17,Miami Dolphins Offense,-0.8916849188,0.2690778076
2017,14,16,Kansas City Chiefs Offense,-0.8964009943,0.2676102398
2017,14,11,Detroit Lions Offense,-0.9539097198,0.2497144373
2017,14,19,New England Patriots Offense,-0.9803101048,0.2414990566
2017,14,24,Philadelphia Eagles Offense,-1.035462765,0.2243364241
2017,14,12,Green Bay Packers Offense,-1.101722217,0.2037175344
2017,14,30,Tampa Bay Buccaneers Offense,-1.103725246,0.2030942239
2017,14,29,Seattle Seahawks Offense,-1.219787759,0.1669774122
2017,14,32,Washington Commanders Offense,-1.319137442,0.1360613677
2017,14,8,Cleveland Browns Offense,-1.333379023,0.131629614
2017,14,13,Houston Texans Offense,-1.412859544,0.1068965373
2017,14,14,Indianapolis Colts Offense,-1.439359858,0.09865006036
2017,14,1,Arizona Cardinals Offense,-1.505695041,0.07800760442
2017,14,22,New York Jets Offense,-1.507767389,0.07736272267
2017,14,10,Denver Broncos Offense,-1.516536015,0.07463406542
2017,14,28,San Francisco 49ers Offense,-1.756374938,0
2017,15,57,Pittsburgh Steelers Defense,1.422640825,1
2017,15,47,Jacksonville Jaguars Defense,1.320372909,0.9670398111
2017,15,35,Baltimore Ravens Defense,1.282328933,0.9547785206
2017,15,56,Philadelphia Eagles Defense,1.261684198,0.948124876
2017,15,64,Washington Commanders Defense,1.259560326,0.9474403677
2017,15,38,Chicago Bears Defense,1.256973362,0.9466066086
2017,15,58,Los Angeles Rams Defense,1.194546019,0.92648674
2017,15,39,Cincinnati Bengals Defense,1.155830508,0.9140090187
2017,15,41,Dallas Cowboys Defense,1.08628681,0.891595602
2017,15,37,Carolina Panthers Defense,1.047737018,0.8791712906
2017,15,50,Minnesota Vikings Defense,1.043622924,0.8778453486
2017,15,51,New England Patriots Defense,1.026466781,0.8723160513
2017,15,34,Atlanta Falcons Defense,0.9936787557,0.8617487145
2017,15,43,Detroit Lions Defense,0.9591740814,0.8506281145
2017,15,59,Los Angeles Chargers Defense,0.9386977926,0.8440287589
2017,15,61,Seattle Seahawks Defense,0.9343356694,0.842622879
2017,15,33,Arizona Cardinals Defense,0.8875885141,0.8275566184
2017,15,44,Green Bay Packers Defense,0.8695767657,0.8217515658
2017,15,49,Miami Dolphins Defense,0.8531650176,0.8164621815
2017,15,54,New York Jets Defense,0.7714739869,0.7901337696
2017,15,52,New Orleans Saints Defense,0.7206835797,0.773764399
2017,15,63,Tennessee Titans Defense,0.6992824666,0.7668669794
2017,15,62,Tampa Bay Buccaneers Defense,0.6810779738,0.7609998067
2017,15,36,Buffalo Bills Defense,0.6451424805,0.7494180644
2017,15,60,San Francisco 49ers Defense,0.6367945722,0.7467275956
2017,15,48,Kansas City Chiefs Defense,0.587966734,0.7309907464
2017,15,55,Las Vegas Raiders Defense,0.5798607024,0.7283782327
2017,15,42,Denver Broncos Defense,0.5771306708,0.7274983638
2017,15,40,Cleveland Browns Defense,0.554625494,0.7202451127
2017,15,45,Houston Texans Defense,0.5188776123,0.7087238362
2017,15,46,Indianapolis Colts Defense,0.4900605378,0.6994363073
2017,15,53,New York Giants Defense,0.2727751704,0.629406849
2017,15,23,Las Vegas Raiders Offense,-0.1180499947,0.5034468041
2017,15,20,New Orleans Saints Offense,-0.320719885,0.4381278053
2017,15,3,Baltimore Ravens Offense,-0.3542190438,0.4273312755
2017,15,25,Pittsburgh Steelers Offense,-0.3664933258,0.4233753656
2017,15,18,Minnesota Vikings Offense,-0.5012852912,0.3799329174
2017,15,26,Los Angeles Rams Offense,-0.5081948924,0.3777060043
2017,15,15,Jacksonville Jaguars Offense,-0.5111010208,0.3767693807
2017,15,5,Carolina Panthers Offense,-0.5347138815,0.3691591312
2017,15,9,Dallas Cowboys Offense,-0.5982684702,0.3486759598
2017,15,31,Tennessee Titans Offense,-0.5988889611,0.3484759802
2017,15,2,Atlanta Falcons Offense,-0.6439666099,0.3339477892
2017,15,27,Los Angeles Chargers Offense,-0.6733289858,0.3244845138
2017,15,21,New York Giants Offense,-0.7105976316,0.3124731063
2017,15,7,Cincinnati Bengals Offense,-0.7233962572,0.3083482044
2017,15,6,Chicago Bears Offense,-0.7450429156,0.3013716474
2017,15,4,Buffalo Bills Offense,-0.7457974825,0.3011284561
2017,15,16,Kansas City Chiefs Offense,-0.8173044035,0.2780823071
2017,15,19,New England Patriots Offense,-0.9312113594,0.2413709421
2017,15,17,Miami Dolphins Offense,-1.007027949,0.2169358189
2017,15,11,Detroit Lions Offense,-1.012336421,0.2152249378
2017,15,24,Philadelphia Eagles Offense,-1.031111703,0.2091738041
2017,15,30,Tampa Bay Buccaneers Offense,-1.066968929,0.1976172868
2017,15,12,Green Bay Packers Offense,-1.081759979,0.1928502414
2017,15,32,Washington Commanders Offense,-1.285823558,0.1270820672
2017,15,8,Cleveland Browns Offense,-1.311311944,0.1188673498
2017,15,14,Indianapolis Colts Offense,-1.357693556,0.1039189011
2017,15,22,New York Jets Offense,-1.404807835,0.08873431936
2017,15,29,Seattle Seahawks Offense,-1.41505649,0.08543125389
2017,15,10,Denver Broncos Offense,-1.441039992,0.0770569645
2017,15,13,Houston Texans Offense,-1.441618406,0.07687054585
2017,15,1,Arizona Cardinals Offense,-1.590751917,0.02880592423
2017,15,28,San Francisco 49ers Offense,-1.680130101,0
2017,16,57,Pittsburgh Steelers Defense,1.415468563,1
2017,16,56,Philadelphia Eagles Defense,1.300433146,0.9614766381
2017,16,64,Washington Commanders Defense,1.292778187,0.9589131253
2017,16,38,Chicago Bears Defense,1.223078732,0.9355719894
2017,16,47,Jacksonville Jaguars Defense,1.222508893,0.93538116
2017,16,35,Baltimore Ravens Defense,1.189950699,0.924477987
2017,16,58,Los Angeles Rams Defense,1.169559302,0.9176492624
