year,weekssofar,ID,name,massey,normalizedMassey
2014,5,4,Buffalo Bills Offense,3.232589158,0.6157277003
2014,5,26,Los Angeles Rams Offense,2.892709061,0.5990641611
2014,5,31,Tennessee Titans Offense,2.633949497,0.5863777751
2014,5,13,Houston Texans Offense,2.362481288,0.5730683134
2014,5,22,New York Jets Offense,2.3573171,0.5728151252
2014,5,23,Las Vegas Raiders Offense,1.474187373,0.5295173065
2014,5,15,Jacksonville Jaguars Offense,1.382246883,0.5250096759
2014,5,33,Arizona Cardinals Defense,-1.766918403,0.3706133476
2014,5,35,Baltimore Ravens Defense,-2.880556653,0.3160142265
2014,5,43,Detroit Lions Defense,-2.882938731,0.3158974387
2014,5,59,Los Angeles Chargers Defense,-2.976108134,0.3113295572
2014,5,61,Seattle Seahawks Defense,-3.306361208,0.2951380089
2014,5,36,Buffalo Bills Defense,-3.779032511,0.2719640225
2014,5,39,Cincinnati Bengals Defense,-3.839350183,0.2690067858
2014,5,45,Houston Texans Defense,-3.891410414,0.2664543924
2014,5,53,New York Giants Defense,-4.02624819,0.2598436065
2014,5,49,Miami Dolphins Defense,-4.150257237,0.2537637282
2014,5,58,Los Angeles Rams Defense,-4.924790655,0.2157901369
2014,5,41,Dallas Cowboys Defense,-5.018218164,0.211209601
2014,5,37,Carolina Panthers Defense,-5.132194913,0.2056215832
2014,5,57,Pittsburgh Steelers Defense,-5.686375781,0.1784513704
2014,5,50,Minnesota Vikings Defense,-5.808034172,0.1724867394
2014,5,60,San Francisco 49ers Defense,-5.862669411,0.1698080993
2014,5,63,Tennessee Titans Defense,-5.892656407,0.1683379059
2014,5,44,Green Bay Packers Defense,-5.896961653,0.1681268296
2014,5,54,New York Jets Defense,-6.022394842,0.1619771289
2014,5,55,Las Vegas Raiders Defense,-6.022931453,0.1619508201
2014,5,40,Cleveland Browns Defense,-6.027483269,0.1617276551
2014,5,64,Washington Commanders Defense,-6.066855572,0.1597973217
2014,5,48,Kansas City Chiefs Defense,-6.151026013,0.1556706386
2014,5,56,Philadelphia Eagles Defense,-7.199872334,0.1042481167
2014,5,51,New England Patriots Defense,-7.33482098,0.0976318951
2014,5,42,Denver Broncos Defense,-7.543940269,0.08737925746
2014,5,38,Chicago Bears Defense,-7.550807664,0.08704256492
2014,5,34,Atlanta Falcons Defense,-7.700017603,0.07972714489
2014,5,52,New Orleans Saints Defense,-7.818224039,0.07393175533
2014,5,62,Tampa Bay Buccaneers Defense,-7.837673451,0.07297819538
2014,5,47,Jacksonville Jaguars Defense,-8.138617911,0.05822358094
2014,5,46,Indianapolis Colts Defense,-9.326182939,0
2014,6,14,Indianapolis Colts Offense,11.48989766,1
2014,6,29,Seattle Seahawks Offense,10.95618202,0.9749173592
2014,6,19,New England Patriots Offense,10.64947044,0.9605030613
2014,6,10,Denver Broncos Offense,10.35412789,0.9466230648
2014,6,24,Philadelphia Eagles Offense,9.399929675,0.9017793143
2014,6,27,Los Angeles Chargers Offense,8.431936347,0.856287245
2014,6,28,San Francisco 49ers Offense,8.328250489,0.8514143972
2014,6,12,Green Bay Packers Offense,7.675221514,0.8207244755
2014,6,16,Kansas City Chiefs Offense,7.577225752,0.8161190409
2014,6,7,Cincinnati Bengals Offense,7.552286203,0.8149469753
2014,6,9,Dallas Cowboys Offense,7.373908833,0.8065639055
2014,6,20,New Orleans Saints Offense,7.004290092,0.7891932058
2014,6,6,Chicago Bears Offense,6.515605188,0.7662268414
2014,6,2,Atlanta Falcons Offense,6.307691978,0.7564556974
2014,6,3,Baltimore Ravens Offense,5.999426141,0.741968355
2014,6,8,Cleveland Browns Offense,5.413117904,0.7144140587
2014,6,1,Arizona Cardinals Offense,5.051607542,0.6974244226
2014,6,25,Pittsburgh Steelers Offense,5.034808988,0.6966349533
2014,6,21,New York Giants Offense,4.986698163,0.6943739243
2014,6,5,Carolina Panthers Offense,4.598576374,0.6761336505
2014,6,32,Washington Commanders Offense,4.369608046,0.6653729947
2014,6,11,Detroit Lions Offense,4.149337374,0.6550210962
2014,6,17,Miami Dolphins Offense,3.899824001,0.6432949
2014,6,4,Buffalo Bills Offense,3.664691028,0.632244529
2014,6,30,Tampa Bay Buccaneers Offense,3.414178621,0.6204713819
2014,6,18,Minnesota Vikings Offense,3.371959529,0.6184872424
2014,6,13,Houston Texans Offense,3.133811754,0.6072951868
2014,6,26,Los Angeles Rams Offense,3.12433918,0.6068500113
2014,6,31,Tennessee Titans Offense,2.640627076,0.5841173498
2014,6,23,Las Vegas Raiders Offense,2.538371737,0.579311731
2014,6,22,New York Jets Offense,2.51237178,0.5780898302
2014,6,15,Jacksonville Jaguars Offense,1.487037004,0.5299029271
2014,6,43,Detroit Lions Defense,-2.395747734,0.3474265534
2014,6,33,Arizona Cardinals Defense,-2.526404096,0.3412861926
2014,6,35,Baltimore Ravens Defense,-2.950951351,0.321334058
2014,6,59,Los Angeles Chargers Defense,-3.435463714,0.2985637874
2014,6,61,Seattle Seahawks Defense,-4.337601374,0.2561666885
2014,6,45,Houston Texans Defense,-4.660239908,0.241003883
2014,6,53,New York Giants Defense,-4.707715338,0.2387727151
2014,6,49,Miami Dolphins Defense,-4.73720911,0.2373866181
2014,6,36,Buffalo Bills Defense,-4.831963001,0.2329335392
2014,6,50,Minnesota Vikings Defense,-5.280321682,0.2118623567
2014,6,39,Cincinnati Bengals Defense,-5.358142737,0.2082050579
2014,6,48,Kansas City Chiefs Defense,-5.385830531,0.206903835
2014,6,41,Dallas Cowboys Defense,-5.426315848,0.2050011764
2014,6,57,Pittsburgh Steelers Defense,-5.629444412,0.1954548929
2014,6,40,Cleveland Browns Defense,-5.665335427,0.1937681493
2014,6,60,San Francisco 49ers Defense,-5.720431388,0.191178845
2014,6,58,Los Angeles Rams Defense,-5.734001811,0.1905410859
2014,6,63,Tennessee Titans Defense,-6.060978926,0.1751743833
2014,6,56,Philadelphia Eagles Defense,-6.310656072,0.1634404904
2014,6,37,Carolina Panthers Defense,-6.36842288,0.1607256663
2014,6,44,Green Bay Packers Defense,-6.391700536,0.1596317034
2014,6,54,New York Jets Defense,-6.526428751,0.1532999808
2014,6,64,Washington Commanders Defense,-6.598362572,0.14991936
2014,6,42,Denver Broncos Defense,-7.093074427,0.1266697514
2014,6,55,Las Vegas Raiders Defense,-7.130563215,0.1249079185
2014,6,38,Chicago Bears Defense,-7.269829936,0.118362903
2014,6,51,New England Patriots Defense,-7.514990341,0.10684128
2014,6,52,New Orleans Saints Defense,-7.527832068,0.1062377669
2014,6,47,Jacksonville Jaguars Defense,-8.139088456,0.07751100072
2014,6,34,Atlanta Falcons Defense,-8.249781747,0.07230882968
2014,6,62,Tampa Bay Buccaneers Defense,-9.253197128,0.02515205626
2014,6,46,Indianapolis Colts Defense,-9.788389811,0
2014,7,14,Indianapolis Colts Offense,11.97150826,1
2014,7,10,Denver Broncos Offense,11.53515895,0.9799370552
2014,7,19,New England Patriots Offense,11.12783492,0.9612086665
2014,7,29,Seattle Seahawks Offense,10.80344917,0.9462937042
2014,7,24,Philadelphia Eagles Offense,9.355151269,0.8797022825
2014,7,27,Los Angeles Chargers Offense,9.059338437,0.8661010772
2014,7,12,Green Bay Packers Offense,8.432370451,0.8372736588
2014,7,16,Kansas City Chiefs Offense,8.398997597,0.8357392052
2014,7,9,Dallas Cowboys Offense,8.263449414,0.8295068229
2014,7,28,San Francisco 49ers Offense,7.654986074,0.8015302313
2014,7,20,New Orleans Saints Offense,7.265363505,0.7836157396
2014,7,3,Baltimore Ravens Offense,6.825679362,0.7633994621
2014,7,6,Chicago Bears Offense,6.437412948,0.7455473251
2014,7,7,Cincinnati Bengals Offense,6.432924355,0.7453409437
2014,7,25,Pittsburgh Steelers Offense,6.003981775,0.7256185535
2014,7,1,Arizona Cardinals Offense,5.715498094,0.712354336
2014,7,21,New York Giants Offense,5.681947171,0.710811695
2014,7,2,Atlanta Falcons Offense,5.26119018,0.6914656708
2014,7,32,Washington Commanders Offense,4.736031064,0.6673193317
2014,7,8,Cleveland Browns Offense,4.653751664,0.6635361996
2014,7,11,Detroit Lions Offense,4.455723183,0.65443103
2014,7,5,Carolina Panthers Offense,4.338645999,0.6490479274
2014,7,13,Houston Texans Offense,4.292689194,0.6469348753
2014,7,17,Miami Dolphins Offense,4.132974546,0.6395913409
2014,7,4,Buffalo Bills Offense,3.988622439,0.6329541621
2014,7,26,Los Angeles Rams Offense,3.901690551,0.6289571129
2014,7,18,Minnesota Vikings Offense,3.531145727,0.6119197985
2014,7,22,New York Jets Offense,3.283297898,0.6005239804
2014,7,31,Tennessee Titans Offense,3.26814309,0.5998271762
2014,7,23,Las Vegas Raiders Offense,2.918847369,0.5837668762
2014,7,30,Tampa Bay Buccaneers Offense,2.883292454,0.5821320935
2014,7,15,Jacksonville Jaguars Offense,2.417246672,0.5607037319
2014,7,33,Arizona Cardinals Defense,-2.929604853,0.3148603561
2014,7,43,Detroit Lions Defense,-2.941416171,0.3143172824
2014,7,35,Baltimore Ravens Defense,-3.102231973,0.306923118
2014,7,59,Los Angeles Chargers Defense,-3.839505455,0.273023953
2014,7,49,Miami Dolphins Defense,-4.300287181,0.2518376279
2014,7,61,Seattle Seahawks Defense,-4.892857156,0.2245917988
2014,7,48,Kansas City Chiefs Defense,-5.034556162,0.2180766072
2014,7,45,Houston Texans Defense,-5.078511574,0.2160555773
2014,7,36,Buffalo Bills Defense,-5.201939647,0.2103804666
2014,7,50,Minnesota Vikings Defense,-5.402851416,0.201142726
2014,7,39,Cincinnati Bengals Defense,-5.532693293,0.1951727144
2014,7,53,New York Giants Defense,-5.717951936,0.1866546903
2014,7,41,Dallas Cowboys Defense,-5.828284706,0.1815816898
2014,7,56,Philadelphia Eagles Defense,-5.838112462,0.1811298185
2014,7,40,Cleveland Browns Defense,-6.111957563,0.1685386695
2014,7,42,Denver Broncos Defense,-6.16459167,0.1661186011
2014,7,57,Pittsburgh Steelers Defense,-6.422545839,0.1542581027
2014,7,58,Los Angeles Rams Defense,-6.502243339,0.1505936841
2014,7,60,San Francisco 49ers Defense,-6.608817768,0.1456934887
2014,7,63,Tennessee Titans Defense,-6.629045683,0.1447634275
2014,7,44,Green Bay Packers Defense,-6.67001274,0.1428797994
2014,7,64,Washington Commanders Defense,-6.837040031,0.1352000363
2014,7,54,New York Jets Defense,-7.113314616,0.1224971819
2014,7,55,Las Vegas Raiders Defense,-7.427996871,0.1080283777
2014,7,37,Carolina Panthers Defense,-7.750926331,0.09318037448
2014,7,47,Jacksonville Jaguars Defense,-7.850144882,0.08861839564
2014,7,51,New England Patriots Defense,-7.880690961,0.08721391471
2014,7,38,Chicago Bears Defense,-8.108467196,0.07674097035
2014,7,46,Indianapolis Colts Defense,-8.29818836,0.06801776358
2014,7,52,New Orleans Saints Defense,-8.54226826,0.05679519153
2014,7,34,Atlanta Falcons Defense,-8.691779898,0.0499207822
2014,7,62,Tampa Bay Buccaneers Defense,-9.777507792,0
2014,8,19,New England Patriots Offense,12.69273617,1
2014,8,10,Denver Broncos Offense,12.51941979,0.9924163144
2014,8,14,Indianapolis Colts Offense,12.43432422,0.9886928461
2014,8,29,Seattle Seahawks Offense,9.810615447,0.8738890267
2014,8,24,Philadelphia Eagles Offense,9.647338637,0.8667446356
2014,8,27,Los Angeles Chargers Offense,9.607675646,0.8650091294
2014,8,16,Kansas City Chiefs Offense,9.313464532,0.8521355361
2014,8,12,Green Bay Packers Offense,8.448880605,0.8143045321
2014,8,9,Dallas Cowboys Offense,8.43709179,0.813788697
2014,8,25,Pittsburgh Steelers Offense,7.90174912,0.7903640762
2014,8,20,New Orleans Saints Offense,7.899643943,0.7902719614
2014,8,3,Baltimore Ravens Offense,7.570994841,0.7758914887
2014,8,28,San Francisco 49ers Offense,7.140129008,0.757038389
2014,8,7,Cincinnati Bengals Offense,6.912469615,0.7470768535
2014,8,6,Chicago Bears Offense,6.589075505,0.73292632
2014,8,1,Arizona Cardinals Offense,6.2504755,0.7181104325
2014,8,2,Atlanta Falcons Offense,6.162211946,0.7142483449
2014,8,4,Buffalo Bills Offense,5.571817424,0.6884148581
2014,8,21,New York Giants Offense,5.499314051,0.6852423778
2014,8,8,Cleveland Browns Offense,5.184685708,0.6714754019
2014,8,32,Washington Commanders Offense,5.115030476,0.6684275459
2014,8,13,Houston Texans Offense,5.092344297,0.6674348823
2014,8,17,Miami Dolphins Offense,4.798855902,0.6545929126
2014,8,11,Detroit Lions Offense,4.560346718,0.6441566303
2014,8,22,New York Jets Offense,4.28694158,0.6321934298
2014,8,5,Carolina Panthers Offense,4.060928495,0.6223039307
2014,8,26,Los Angeles Rams Offense,3.815613493,0.611569851
2014,8,18,Minnesota Vikings Offense,3.411115211,0.593870498
2014,8,31,Tennessee Titans Offense,3.349247752,0.5911634062
2014,8,30,Tampa Bay Buccaneers Offense,3.297693281,0.5889075726
2014,8,23,Las Vegas Raiders Offense,2.394116032,0.5493703647
2014,8,15,Jacksonville Jaguars Offense,2.352929083,0.5475681757
2014,8,43,Detroit Lions Defense,-3.413679588,0.2952426478
2014,8,35,Baltimore Ravens Defense,-3.623082894,0.2860799314
2014,8,33,Arizona Cardinals Defense,-3.69965892,0.2827292469
2014,8,49,Miami Dolphins Defense,-3.987900806,0.270116845
2014,8,59,Los Angeles Chargers Defense,-4.245344809,0.2588520449
2014,8,48,Kansas City Chiefs Defense,-4.264191722,0.2580273735
2014,8,61,Seattle Seahawks Defense,-4.697472802,0.2390685914
2014,8,50,Minnesota Vikings Defense,-5.45177365,0.2060631682
2014,8,36,Buffalo Bills Defense,-5.478010993,0.2049151189
2014,8,45,Houston Texans Defense,-5.48939197,0.2044171293
2014,8,39,Cincinnati Bengals Defense,-5.612128509,0.199046631
2014,8,53,New York Giants Defense,-5.801781399,0.19074812
2014,8,40,Cleveland Browns Defense,-5.9000107,0.186449968
2014,8,42,Denver Broncos Defense,-6.004135779,0.1818938386
2014,8,60,San Francisco 49ers Defense,-6.374826396,0.1656737843
2014,8,56,Philadelphia Eagles Defense,-6.793781635,0.1473418482
2014,8,41,Dallas Cowboys Defense,-6.872011561,0.1439187951
2014,8,64,Washington Commanders Defense,-6.916745624,0.1419613975
2014,8,55,Las Vegas Raiders Defense,-6.957250709,0.1401890444
2014,8,57,Pittsburgh Steelers Defense,-7.179629417,0.1304585723
2014,8,37,Carolina Panthers Defense,-7.196638472,0.1297143188
2014,8,51,New England Patriots Defense,-7.521967348,0.115479127
2014,8,63,Tennessee Titans Defense,-7.740356113,0.10592324
2014,8,58,Los Angeles Rams Defense,-7.931788997,0.09754684305
2014,8,44,Green Bay Packers Defense,-8.112414894,0.08964331997
2014,8,52,New Orleans Saints Defense,-8.200672443,0.08578149511
2014,8,47,Jacksonville Jaguars Defense,-8.754834747,0.06153339645
2014,8,54,New York Jets Defense,-9.112015936,0.04590446494
2014,8,34,Atlanta Falcons Defense,-9.162957352,0.04367545643
2014,8,38,Chicago Bears Defense,-9.691302115,0.02055703818
2014,8,46,Indianapolis Colts Defense,-9.780408021,0.01665809235
2014,8,62,Tampa Bay Buccaneers Defense,-10.16110949,0
2014,9,19,New England Patriots Offense,13.76964403,1
2014,9,14,Indianapolis Colts Offense,12.61601844,0.9525767915
2014,9,10,Denver Broncos Offense,12.5506549,0.9498898289
2014,9,24,Philadelphia Eagles Offense,10.53119759,0.8668740348
2014,9,29,Seattle Seahawks Offense,10.06008047,0.8475073656
2014,9,25,Pittsburgh Steelers Offense,9.871690548,0.8397630379
2014,9,16,Kansas City Chiefs Offense,9.586802853,0.8280518825
2014,9,9,Dallas Cowboys Offense,8.474791027,0.7823393317
2014,9,12,Green Bay Packers Offense,8.38795787,0.7787697967
2014,9,20,New Orleans Saints Offense,8.251390684,0.7731557967
2014,9,7,Cincinnati Bengals Offense,7.977054687,0.7618784002
2014,9,27,Los Angeles Chargers Offense,7.792793992,0.7543038168
2014,9,3,Baltimore Ravens Offense,7.567723967,0.7450516445
2014,9,1,Arizona Cardinals Offense,7.164214584,0.7284641922
2014,9,17,Miami Dolphins Offense,6.653077592,0.7074523871
2014,9,28,San Francisco 49ers Offense,6.482042535,0.7004214828
2014,9,6,Chicago Bears Offense,6.192251297,0.6885087527
2014,9,2,Atlanta Falcons Offense,6.03879352,0.6822004147
2014,9,21,New York Giants Offense,6.024844291,0.6816269902
2014,9,4,Buffalo Bills Offense,6.012144902,0.6811049441
2014,9,32,Washington Commanders Offense,5.611446772,0.6646330567
2014,9,8,Cleveland Browns Offense,5.529365943,0.6612588803
2014,9,13,Houston Texans Offense,5.051061163,0.6415967408
2014,9,22,New York Jets Offense,4.579958232,0.6222306548
2014,9,11,Detroit Lions Offense,4.411459638,0.6153040193
2014,9,18,Minnesota Vikings Offense,4.375983324,0.61384566
2014,9,5,Carolina Panthers Offense,4.177351859,0.6056803234
2014,9,26,Los Angeles Rams Offense,4.092707048,0.6022007468
2014,9,30,Tampa Bay Buccaneers Offense,3.870187902,0.593053436
2014,9,15,Jacksonville Jaguars Offense,3.481372824,0.5770700367
2014,9,23,Las Vegas Raiders Offense,3.235889295,0.5669787067
2014,9,31,Tennessee Titans Offense,2.614292946,0.5414261415
2014,9,43,Detroit Lions Defense,-3.295901199,0.298470047
2014,9,49,Miami Dolphins Defense,-3.480799825,0.2908692395
2014,9,33,Arizona Cardinals Defense,-4.238590789,0.2597179899
2014,9,48,Kansas City Chiefs Defense,-4.366787409,0.2544480868
2014,9,35,Baltimore Ravens Defense,-4.394767048,0.2532979006
2014,9,59,Los Angeles Chargers Defense,-4.657588201,0.242493856
2014,9,36,Buffalo Bills Defense,-5.309993636,0.2156747918
2014,9,61,Seattle Seahawks Defense,-5.510669737,0.2074254043
2014,9,45,Houston Texans Defense,-5.600043138,0.203751445
2014,9,40,Cleveland Browns Defense,-6.076427605,0.1841682458
2014,9,60,San Francisco 49ers Defense,-6.202111158,0.1790016498
2014,9,50,Minnesota Vikings Defense,-6.267597028,0.1763096585
2014,9,39,Cincinnati Bengals Defense,-6.49258735,0.1670607627
2014,9,63,Tennessee Titans Defense,-7.002950542,0.146080767
2014,9,51,New England Patriots Defense,-7.108741894,0.141731899
2014,9,42,Denver Broncos Defense,-7.178679769,0.1388568949
2014,9,56,Philadelphia Eagles Defense,-7.266483859,0.1352474468
2014,9,57,Pittsburgh Steelers Defense,-7.403464888,0.1296164345
2014,9,41,Dallas Cowboys Defense,-7.646121479,0.1196413142
2014,9,37,Carolina Panthers Defense,-7.729365317,0.1162193289
2014,9,53,New York Giants Defense,-7.739520788,0.115801858
2014,9,44,Green Bay Packers Defense,-7.820117982,0.1124886709
2014,9,55,Las Vegas Raiders Defense,-8.010483942,0.1046631123
2014,9,52,New Orleans Saints Defense,-8.083711048,0.1016528945
2014,9,64,Washington Commanders Defense,-8.245481472,0.09500284047
2014,9,58,Los Angeles Rams Defense,-8.287551025,0.09327344646
2014,9,38,Chicago Bears Defense,-9.060912435,0.06148212739
2014,9,46,Indianapolis Colts Defense,-9.193926215,0.05601420069
2014,9,34,Atlanta Falcons Defense,-9.343370193,0.04987086184
2014,9,54,New York Jets Defense,-9.51691988,0.04273658618
2014,9,47,Jacksonville Jaguars Defense,-9.948042019,0.02501402942
2014,9,62,Tampa Bay Buccaneers Defense,-10.55653785,0
2014,10,19,New England Patriots Offense,13.65062192,1
2014,10,10,Denver Broncos Offense,12.93053509,0.9715204729
2014,10,14,Indianapolis Colts Offense,12.56070642,0.9568937011
2014,10,24,Philadelphia Eagles Offense,12.25125452,0.9446548385
2014,10,29,Seattle Seahawks Offense,11.18062177,0.9023111744
2014,10,12,Green Bay Packers Offense,10.49603707,0.8752357611
2014,10,16,Kansas City Chiefs Offense,9.89868202,0.8516102914
2014,10,25,Pittsburgh Steelers Offense,9.782663387,0.8470217394
2014,10,9,Dallas Cowboys Offense,9.316838571,0.8285983077
2014,10,20,New Orleans Saints Offense,8.843139076,0.8098634313
2014,10,3,Baltimore Ravens Offense,7.819766248,0.7693889035
2014,10,27,Los Angeles Chargers Offense,7.808673853,0.7689501978
2014,10,1,Arizona Cardinals Offense,7.619701846,0.7614763305
2014,10,7,Cincinnati Bengals Offense,7.397240172,0.7526779425
2014,10,17,Miami Dolphins Offense,7.05251479,0.739044009
2014,10,2,Atlanta Falcons Offense,6.713680567,0.7256430716
2014,10,6,Chicago Bears Offense,6.418531933,0.713969905
2014,10,4,Buffalo Bills Offense,6.173713291,0.704287296
2014,10,28,San Francisco 49ers Offense,6.173232654,0.7042682867
2014,10,21,New York Giants Offense,6.097723679,0.701281897
2014,10,8,Cleveland Browns Offense,5.865780405,0.6921085105
2014,10,32,Washington Commanders Offense,5.70921879,0.6859164784
2014,10,13,Houston Texans Offense,5.252965181,0.6678715891
2014,10,22,New York Jets Offense,4.959356062,0.6562593104
2014,10,26,Los Angeles Rams Offense,4.65380002,0.6441745294
2014,10,5,Carolina Panthers Offense,4.624954502,0.6430336854
2014,10,11,Detroit Lions Offense,4.438111689,0.635644028
2014,10,18,Minnesota Vikings Offense,4.367514248,0.63285189
2014,10,30,Tampa Bay Buccaneers Offense,3.896705904,0.6142313591
2014,10,23,Las Vegas Raiders Offense,3.874295101,0.6133450089
2014,10,15,Jacksonville Jaguars Offense,3.371215788,0.593448157
2014,10,31,Tennessee Titans Offense,2.688571651,0.566449493
2014,10,43,Detroit Lions Defense,-2.929728371,0.3442449999
2014,10,33,Arizona Cardinals Defense,-3.985703362,0.3024810523
2014,10,49,Miami Dolphins Defense,-4.316555599,0.2893958035
2014,10,59,Los Angeles Chargers Defense,-4.414730314,0.2855129808
2014,10,48,Kansas City Chiefs Defense,-4.437618202,0.2846077619
2014,10,35,Baltimore Ravens Defense,-4.636810741,0.2767296712
2014,10,61,Seattle Seahawks Defense,-5.445173001,0.2447588391
2014,10,60,San Francisco 49ers Defense,-5.642279116,0.2369632668
2014,10,40,Cleveland Browns Defense,-5.85484243,0.2285563602
2014,10,36,Buffalo Bills Defense,-5.877199142,0.2276721493
2014,10,45,Houston Texans Defense,-6.006446062,0.2225604169
2014,10,50,Minnesota Vikings Defense,-6.187300354,0.2154076063
2014,10,42,Denver Broncos Defense,-6.690109428,0.1955214423
2014,10,51,New England Patriots Defense,-7.188447112,0.1758121224
2014,10,39,Cincinnati Bengals Defense,-7.397739179,0.1675345941
2014,10,63,Tennessee Titans Defense,-7.523462944,0.1625622029
2014,10,56,Philadelphia Eagles Defense,-7.682425416,0.1562752166
2014,10,44,Green Bay Packers Defense,-7.712854165,0.1550717556
2014,10,41,Dallas Cowboys Defense,-7.829825434,0.1504455267
2014,10,53,New York Giants Defense,-8.171138122,0.1369465658
2014,10,57,Pittsburgh Steelers Defense,-8.24328444,0.1340931696
2014,10,52,New Orleans Saints Defense,-8.315311812,0.1312444777
2014,10,64,Washington Commanders Defense,-8.34407241,0.1301069923
2014,10,46,Indianapolis Colts Defense,-9.079395459,0.1010248705
2014,10,37,Carolina Panthers Defense,-9.171794106,0.09737049207
2014,10,58,Los Angeles Rams Defense,-9.213449927,0.09572299893
2014,10,55,Las Vegas Raiders Defense,-9.387461387,0.08884082319
2014,10,54,New York Jets Defense,-9.524799201,0.08340909484
2014,10,34,Atlanta Falcons Defense,-9.62135568,0.07959027363
2014,10,47,Jacksonville Jaguars Defense,-10.22405868,0.05575329195
2014,10,38,Chicago Bears Defense,-11.19925124,0.01718429996
2014,10,62,Tampa Bay Buccaneers Defense,-11.63374539,0
2014,11,19,New England Patriots Offense,14.00725548,1
2014,11,14,Indianapolis Colts Offense,12.99348592,0.9604750116
2014,11,12,Green Bay Packers Offense,12.80448183,0.953106094
2014,11,24,Philadelphia Eagles Offense,12.68381443,0.9484014966
2014,11,10,Denver Broncos Offense,12.41143863,0.937782071
2014,11,29,Seattle Seahawks Offense,11.46583834,0.9009148756
2014,11,25,Pittsburgh Steelers Offense,10.78949629,0.8745455578
2014,11,16,Kansas City Chiefs Offense,9.703785798,0.8322157263
2014,11,9,Dallas Cowboys Offense,9.649836957,0.8301123614
2014,11,20,New Orleans Saints Offense,8.442628123,0.7830455356
2014,11,17,Miami Dolphins Offense,8.316546911,0.7781298638
2014,11,3,Baltimore Ravens Offense,8.198093607,0.77351159
2014,11,7,Cincinnati Bengals Offense,8.115131519,0.7702770525
2014,11,27,Los Angeles Chargers Offense,7.785804501,0.757437205
2014,11,1,Arizona Cardinals Offense,7.710058835,0.7544840225
2014,11,2,Atlanta Falcons Offense,7.115716167,0.7313117079
2014,11,4,Buffalo Bills Offense,6.919541658,0.7236632289
2014,11,6,Chicago Bears Offense,6.859600205,0.7213262232
2014,11,28,San Francisco 49ers Offense,6.127865507,0.6927972492
2014,11,21,New York Giants Offense,6.099488917,0.6916908987
2014,11,13,Houston Texans Offense,5.691564983,0.6757867037
2014,11,26,Los Angeles Rams Offense,5.518944328,0.6690565456
2014,11,8,Cleveland Browns Offense,5.18175925,0.6559103269
2014,11,32,Washington Commanders Offense,5.023736379,0.6497493093
2014,11,5,Carolina Panthers Offense,4.73437426,0.6384676188
2014,11,22,New York Jets Offense,4.652347259,0.6352695387
2014,11,30,Tampa Bay Buccaneers Offense,4.542917971,0.6310030944
2014,11,11,Detroit Lions Offense,4.493736223,0.6290855896
2014,11,18,Minnesota Vikings Offense,4.197579454,0.6175389883
2014,11,23,Las Vegas Raiders Offense,4.13310394,0.615025208
2014,11,31,Tennessee Titans Offense,3.608274811,0.594563097
2014,11,15,Jacksonville Jaguars Offense,3.201816526,0.5787160449
2014,11,43,Detroit Lions Defense,-2.897534747,0.3409136901
2014,11,33,Arizona Cardinals Defense,-3.902538109,0.3017304794
2014,11,49,Miami Dolphins Defense,-4.082017944,0.2947328946
2014,11,48,Kansas City Chiefs Defense,-4.14946279,0.2921033456
2014,11,59,Los Angeles Chargers Defense,-4.599939654,0.274540091
2014,11,35,Baltimore Ravens Defense,-4.626507681,0.2735042531
2014,11,60,San Francisco 49ers Defense,-5.393496255,0.243600796
2014,11,40,Cleveland Browns Defense,-5.889338905,0.2242688139
2014,11,45,Houston Texans Defense,-5.939392768,0.2223173069
2014,11,61,Seattle Seahawks Defense,-6.127325921,0.2149901431
2014,11,50,Minnesota Vikings Defense,-6.459693467,0.202031751
2014,11,51,New England Patriots Defense,-6.607763497,0.1962587761
2014,11,36,Buffalo Bills Defense,-6.790730228,0.1891252438
2014,11,42,Denver Broncos Defense,-7.139187083,0.1755395595
2014,11,39,Cincinnati Bengals Defense,-7.39741729,0.1654716443
2014,11,41,Dallas Cowboys Defense,-8.089303802,0.1384962768
2014,11,44,Green Bay Packers Defense,-8.123695302,0.1371554163
2014,11,63,Tennessee Titans Defense,-8.219403833,0.1334239187
2014,11,53,New York Giants Defense,-8.5155618,0.1218772708
2014,11,54,New York Jets Defense,-8.92135769,0.1060560442
2014,11,52,New Orleans Saints Defense,-9.059116161,0.1006850978
2014,11,57,Pittsburgh Steelers Defense,-9.300654895,0.09126795213
2014,11,58,Los Angeles Rams Defense,-9.314333327,0.09073465551
2014,11,64,Washington Commanders Defense,-9.331861786,0.09005125352
2014,11,37,Carolina Panthers Defense,-9.465197378,0.08485274693
2014,11,55,Las Vegas Raiders Defense,-9.570584868,0.08074388484
2014,11,46,Indianapolis Colts Defense,-9.773684124,0.0728254228
2014,11,56,Philadelphia Eagles Defense,-10.27783905,0.05316936035
2014,11,47,Jacksonville Jaguars Defense,-10.28879566,0.05274218285
2014,11,34,Atlanta Falcons Defense,-10.30474939,0.05212017637
2014,11,38,Chicago Bears Defense,-10.98000885,0.02579306665
2014,11,62,Tampa Bay Buccaneers Defense,-11.64157074,0
2014,12,19,New England Patriots Offense,15.20163923,1
2014,12,24,Philadelphia Eagles Offense,14.42708199,0.9716424241
2014,12,10,Denver Broncos Offense,13.60680455,0.9416109708
2014,12,12,Green Bay Packers Offense,13.53204722,0.9388740052
