season,weeksofar,teamID,team,massey,normalizedMassey
2014,12,2,Atlanta Falcons,-3.090949698,0.2408967985
2014,12,31,Tennessee Titans,-3.416195005,0.2083722679
2014,12,22,New York Jets,-3.723880188,0.1776037496
2014,12,32,Washington Commanders,-3.994301854,0.150561583
2014,12,23,Las Vegas Raiders,-4.133883739,0.1366033944
2014,12,30,Tampa Bay Buccaneers,-5.140062065,0.03598556184
2014,12,15,Jacksonville Jaguars,-5.499917684,0
2014,13,19,New England Patriots,4.409334309,1
2014,13,10,Denver Broncos,4.31124456,0.9901910251
2014,13,29,Seattle Seahawks,4.040491603,0.9631157294
2014,13,1,Arizona Cardinals,3.403908519,0.899457421
2014,13,24,Philadelphia Eagles,2.943378592,0.8534044283
2014,13,12,Green Bay Packers,2.836602069,0.842726776
2014,13,17,Miami Dolphins,2.38351253,0.7974178221
2014,13,27,Los Angeles Chargers,2.330220714,0.7920886405
2014,13,14,Indianapolis Colts,2.213909425,0.7804575116
2014,13,3,Baltimore Ravens,1.97729777,0.7567963461
2014,13,7,Cincinnati Bengals,1.680788409,0.72714541
2014,13,11,Detroit Lions,1.546902437,0.7137568127
2014,13,16,Kansas City Chiefs,1.338044227,0.6928709918
2014,13,28,San Francisco 49ers,1.262962597,0.6853628288
2014,13,9,Dallas Cowboys,1.055095379,0.664576107
2014,13,25,Pittsburgh Steelers,0.7893045527,0.6379970244
2014,13,4,Buffalo Bills,0.4703929551,0.6061058646
2014,13,20,New Orleans Saints,-0.3136235822,0.5277042109
2014,13,6,Chicago Bears,-0.6076310673,0.4983034624
2014,13,13,Houston Texans,-0.6194406924,0.4971224999
2014,13,18,Minnesota Vikings,-0.6621421818,0.4928523509
2014,13,26,Los Angeles Rams,-0.869136547,0.4721529144
2014,13,8,Cleveland Browns,-0.9173568256,0.4673308865
2014,13,2,Atlanta Falcons,-2.0605483,0.3530117391
2014,13,21,New York Giants,-2.331447137,0.3259218554
2014,13,5,Carolina Panthers,-2.935224489,0.2655441202
2014,13,22,New York Jets,-3.825471651,0.176519404
2014,13,31,Tennessee Titans,-4.342885368,0.1247780323
2014,13,32,Washington Commanders,-4.371410991,0.12192547
2014,13,30,Tampa Bay Buccaneers,-4.588610443,0.1002055248
2014,13,23,Las Vegas Raiders,-4.957795682,0.06328700085
2014,13,15,Jacksonville Jaguars,-5.590665691,0
2014,14,19,New England Patriots,4.528626988,1
2014,14,10,Denver Broncos,4.477027144,0.9948400156
2014,14,29,Seattle Seahawks,4.000804324,0.9472177337
2014,14,1,Arizona Cardinals,3.12849827,0.8599871282
2014,14,12,Green Bay Packers,2.633854897,0.8105227909
2014,14,3,Baltimore Ravens,2.225191593,0.7696564605
2014,14,27,Los Angeles Chargers,2.113764442,0.7585137454
2014,14,24,Philadelphia Eagles,1.919514766,0.7390887778
2014,14,14,Indianapolis Colts,1.879306733,0.7350679745
2014,14,17,Miami Dolphins,1.724628071,0.7196001083
2014,14,11,Detroit Lions,1.551933921,0.7023306933
2014,14,16,Kansas City Chiefs,1.531112505,0.7002485517
2014,14,9,Dallas Cowboys,1.285334287,0.6756707299
2014,14,25,Pittsburgh Steelers,1.062886882,0.6534259894
2014,14,7,Cincinnati Bengals,0.785384669,0.6256757681
2014,14,4,Buffalo Bills,0.5541609466,0.6025533959
2014,14,28,San Francisco 49ers,0.2266421534,0.5698015165
2014,14,13,Houston Texans,-0.00636833024,0.5465004682
2014,14,26,Los Angeles Rams,-0.5419209769,0.4929452035
2014,14,18,Minnesota Vikings,-0.5802935033,0.4891079509
2014,14,20,New Orleans Saints,-0.8551206205,0.4616252392
2014,14,8,Cleveland Browns,-0.9996352508,0.4471737761
2014,14,6,Chicago Bears,-1.191248471,0.4280124541
2014,14,21,New York Giants,-1.779551872,0.369182114
2014,14,5,Carolina Panthers,-2.097732173,0.3373640839
2014,14,2,Atlanta Falcons,-2.29593413,0.3175438882
2014,14,23,Las Vegas Raiders,-2.987039319,0.2484333693
2014,14,22,New York Jets,-3.248216528,0.2223156484
2014,14,32,Washington Commanders,-4.401871894,0.1069501118
2014,14,31,Tennessee Titans,-4.521154664,0.09502183481
2014,14,30,Tampa Bay Buccaneers,-4.651211845,0.08201611669
2014,14,15,Jacksonville Jaguars,-5.471373012,0
2014,15,19,New England Patriots,4.656756307,1
2014,15,10,Denver Broncos,4.621318285,0.9964561978
2014,15,29,Seattle Seahawks,4.079574517,0.942281821
2014,15,1,Arizona Cardinals,3.396557188,0.8739800881
2014,15,3,Baltimore Ravens,2.066213186,0.7409456879
2014,15,14,Indianapolis Colts,1.962414794,0.7305658487
2014,15,16,Kansas City Chiefs,1.94342808,0.7286671773
2014,15,12,Green Bay Packers,1.869178737,0.721242243
2014,15,27,Los Angeles Chargers,1.619058935,0.6962302628
2014,15,9,Dallas Cowboys,1.464550361,0.6807794054
2014,15,11,Detroit Lions,1.387025052,0.6730268745
2014,15,24,Philadelphia Eagles,1.356607024,0.6699850717
2014,15,4,Buffalo Bills,1.333583826,0.6676827519
2014,15,17,Miami Dolphins,1.216571565,0.6559815258
2014,15,7,Cincinnati Bengals,1.067321608,0.6410565301
2014,15,25,Pittsburgh Steelers,0.9853391859,0.6328582879
2014,15,28,San Francisco 49ers,0.2054886728,0.5548732366
2014,15,20,New Orleans Saints,-0.3363367081,0.5006906985
2014,15,13,Houston Texans,-0.4224558445,0.4920787848
2014,15,26,Los Angeles Rams,-0.572725561,0.4770518132
2014,15,18,Minnesota Vikings,-0.719139127,0.4624104566
2014,15,8,Cleveland Browns,-1.216318694,0.4126924999
2014,15,21,New York Giants,-1.593792501,0.3749451192
2014,15,6,Chicago Bears,-1.640173787,0.3703069906
2014,15,5,Carolina Panthers,-1.886252467,0.3456991226
2014,15,2,Atlanta Falcons,-2.189584857,0.3153658836
2014,15,22,New York Jets,-2.715555897,0.2627687796
2014,15,23,Las Vegas Raiders,-2.980065641,0.2363178052
2014,15,30,Tampa Bay Buccaneers,-4.383392627,0.09598510663
2014,15,32,Washington Commanders,-4.45113352,0.0892110173
2014,15,31,Tennessee Titans,-4.7808164,0.05624272934
2014,15,15,Jacksonville Jaguars,-5.343243693,0
2014,16,29,Seattle Seahawks,4.641859306,1
2014,16,19,New England Patriots,4.475102604,0.9833243298
2014,16,10,Denver Broncos,4.282171563,0.9640312257
2014,16,1,Arizona Cardinals,3.058146793,0.8416287487
2014,16,9,Dallas Cowboys,2.525671874,0.7883812569
2014,16,12,Green Bay Packers,2.155041391,0.7513182085
2014,16,7,Cincinnati Bengals,1.836983822,0.7195124516
2014,16,11,Detroit Lions,1.79036639,0.7148507084
2014,16,27,Los Angeles Chargers,1.756823751,0.7114964445
2014,16,14,Indianapolis Colts,1.652786652,0.7010927346
2014,16,3,Baltimore Ravens,1.598147794,0.6956288488
2014,16,25,Pittsburgh Steelers,1.457477945,0.6815618639
2014,16,16,Kansas City Chiefs,1.405329898,0.6763470592
2014,16,24,Philadelphia Eagles,1.255549483,0.6613690177
2014,16,17,Miami Dolphins,1.162475117,0.6520615811
2014,16,4,Buffalo Bills,0.8516708791,0.6209811573
2014,16,28,San Francisco 49ers,0.1636884711,0.5521829165
2014,16,13,Houston Texans,0.03487648195,0.5393017176
2014,16,20,New Orleans Saints,-0.656839377,0.4701301317
2014,16,18,Minnesota Vikings,-0.7989878542,0.455915284
2014,16,26,Los Angeles Rams,-1.060216396,0.4297924298
2014,16,21,New York Giants,-1.098519974,0.425962072
2014,16,8,Cleveland Browns,-1.274247706,0.4083892988
2014,16,2,Atlanta Falcons,-1.720602529,0.3637538165
2014,16,5,Carolina Panthers,-1.765756722,0.3592383972
2014,16,6,Chicago Bears,-1.95485842,0.3403282274
2014,16,22,New York Jets,-2.828401067,0.2529739627
2014,16,23,Las Vegas Raiders,-3.219722645,0.2138418049
2014,16,32,Washington Commanders,-4.419461978,0.09386787158
2014,16,30,Tampa Bay Buccaneers,-4.857396291,0.0500744403
2014,16,15,Jacksonville Jaguars,-5.091018559,0.02671221355
2014,16,31,Tennessee Titans,-5.358140694,0
2014,17,29,Seattle Seahawks,4.666130094,1
2014,17,10,Denver Broncos,4.268538963,0.9602408869
2014,17,19,New England Patriots,3.77663883,0.9110508736
2014,17,12,Green Bay Packers,2.644228576,0.7978098482
2014,17,1,Arizona Cardinals,2.641818022,0.7975687928
2014,17,9,Dallas Cowboys,2.498683408,0.7832553314
2014,17,25,Pittsburgh Steelers,1.972771847,0.7306641753
2014,17,14,Indianapolis Colts,1.897388836,0.7231258742
2014,17,3,Baltimore Ravens,1.79634825,0.7130218156
2014,17,16,Kansas City Chiefs,1.778133886,0.7112003792
2014,17,24,Philadelphia Eagles,1.420015355,0.6753885261
2014,17,11,Detroit Lions,1.355188315,0.6689058221
2014,17,4,Buffalo Bills,1.25864048,0.6592510386
2014,17,7,Cincinnati Bengals,1.21303397,0.6546903876
2014,17,27,Los Angeles Chargers,1.179495612,0.6513365518
2014,17,17,Miami Dolphins,0.6847704419,0.6018640348
2014,17,13,Houston Texans,0.3880282488,0.5721898155
2014,17,28,San Francisco 49ers,0.3034099828,0.5637279889
2014,17,20,New Orleans Saints,-0.4525232815,0.4881346624
2014,17,18,Minnesota Vikings,-0.7618196552,0.4572050251
2014,17,5,Carolina Panthers,-1.141461298,0.4192408608
2014,17,21,New York Giants,-1.242535196,0.409133471
2014,17,26,Los Angeles Rams,-1.412618987,0.3921250919
2014,17,8,Cleveland Browns,-1.562497466,0.377137244
2014,17,2,Atlanta Falcons,-2.056396507,0.3277473399
2014,17,6,Chicago Bears,-2.107870785,0.3225999121
2014,17,22,New York Jets,-2.201489463,0.3132380443
2014,17,23,Las Vegas Raiders,-3.40005145,0.1933818456
2014,17,32,Washington Commanders,-4.335845528,0.09980243781
2014,17,30,Tampa Bay Buccaneers,-4.628675008,0.07051948977
2014,17,15,Jacksonville Jaguars,-5.105608586,0.02282613197
2014,17,31,Tennessee Titans,-5.333869906,0
2014,18,29,Seattle Seahawks,4.637240848,1
2014,18,10,Denver Broncos,4.196943454,0.9559702607
2014,18,19,New England Patriots,3.955196058,0.931795521
2014,18,14,Indianapolis Colts,3.446756964,0.8809516116
2014,18,3,Baltimore Ravens,3.334037715,0.8696796868
2014,18,9,Dallas Cowboys,3.232660077,0.8595419229
2014,18,12,Green Bay Packers,3.04814843,0.8410907582
2014,18,24,Philadelphia Eagles,1.832680629,0.7195439781
2014,18,16,Kansas City Chiefs,1.510979025,0.6873738177
2014,18,4,Buffalo Bills,1.231376437,0.659413559
2014,18,1,Arizona Cardinals,0.9570110385,0.6319770191
2014,18,25,Pittsburgh Steelers,0.9084152516,0.6271174404
2014,18,11,Detroit Lions,0.8870828411,0.6249841993
2014,18,27,Los Angeles Chargers,0.857543636,0.6220302788
2014,18,17,Miami Dolphins,0.6998704809,0.6062629633
2014,18,13,Houston Texans,0.664781599,0.6027540751
2014,18,5,Carolina Panthers,0.3466006262,0.5709359779
2014,18,7,Cincinnati Bengals,0.3356910639,0.5698450216
2014,18,28,San Francisco 49ers,-0.08458636105,0.5278172791
2014,18,20,New Orleans Saints,-0.4506065379,0.4912152615
2014,18,18,Minnesota Vikings,-0.7459864426,0.461677271
2014,18,21,New York Giants,-1.244028185,0.4118730968
2014,18,8,Cleveland Browns,-1.501423943,0.3861335209
2014,18,26,Los Angeles Rams,-1.80003552,0.3562723632
2014,18,2,Atlanta Falcons,-2.099358588,0.3263400564
2014,18,6,Chicago Bears,-2.139261331,0.3223497821
2014,18,22,New York Jets,-2.482255235,0.2880503917
2014,18,23,Las Vegas Raiders,-3.876341594,0.1486417559
2014,18,32,Washington Commanders,-4.460761979,0.09019971735
2014,18,30,Tampa Bay Buccaneers,-4.719778833,0.06429803192
2014,18,15,Jacksonville Jaguars,-5.11583247,0.02469266824
2014,18,31,Tennessee Titans,-5.362759152,0
2014,19,29,Seattle Seahawks,5.197457215,1
2014,19,14,Indianapolis Colts,4.59312487,0.9395667656
2014,19,19,New England Patriots,4.061344904,0.886388769
2014,19,12,Green Bay Packers,3.572894632,0.8375437418
2014,19,10,Denver Broncos,2.874216065,0.767675885
2014,19,3,Baltimore Ravens,2.529038326,0.7331581111
2014,19,9,Dallas Cowboys,2.441302248,0.7243845033
2014,19,24,Philadelphia Eagles,1.803856214,0.6606399
2014,19,16,Kansas City Chiefs,1.318276,0.6120818785
2014,19,4,Buffalo Bills,1.163502926,0.5966045711
2014,19,1,Arizona Cardinals,0.8219992635,0.5624542049
2014,19,11,Detroit Lions,0.8175307296,0.5620073515
2014,19,13,Houston Texans,0.7655591721,0.5568101958
2014,19,25,Pittsburgh Steelers,0.7475965654,0.5550139351
2014,19,17,Miami Dolphins,0.6452755376,0.5447818323
2014,19,27,Los Angeles Chargers,0.6429956924,0.5445538478
2014,19,7,Cincinnati Bengals,0.2931682039,0.5095710989
2014,19,28,San Francisco 49ers,-0.2166737714,0.4585869014
2014,19,5,Carolina Panthers,-0.569245124,0.4233297661
2014,19,18,Minnesota Vikings,-0.6580791803,0.4144463605
2014,19,20,New Orleans Saints,-0.7406423635,0.4061900422
2014,19,21,New York Giants,-1.040245022,0.3762297763
2014,19,8,Cleveland Browns,-1.452820981,0.3349721804
2014,19,26,Los Angeles Rams,-1.676873845,0.312566894
2014,19,6,Chicago Bears,-1.988463115,0.281407967
2014,19,2,Atlanta Falcons,-2.105452233,0.2697090552
2014,19,22,New York Jets,-2.268400487,0.2534142299
2014,19,23,Las Vegas Raiders,-3.656827885,0.11457149
2014,19,32,Washington Commanders,-4.009719768,0.07928230171
2014,19,30,Tampa Bay Buccaneers,-4.523292107,0.02792506787
2014,19,15,Jacksonville Jaguars,-4.579859897,0.02226828883
2014,19,31,Tennessee Titans,-4.802542785,0
2014,20,29,Seattle Seahawks,5.450311554,1
2014,20,19,New England Patriots,5.004357362,0.9554045809
2014,20,14,Indianapolis Colts,2.967593202,0.7517281649
2014,20,12,Green Bay Packers,2.680271692,0.7229960138
2014,20,10,Denver Broncos,2.528298054,0.7077986501
2014,20,3,Baltimore Ravens,2.190551553,0.6740239999
2014,20,9,Dallas Cowboys,2.070518083,0.662020653
2014,20,24,Philadelphia Eagles,1.485546992,0.6035235438
2014,20,16,Kansas City Chiefs,1.386210247,0.5935898694
2014,20,4,Buffalo Bills,1.254043247,0.5803731693
2014,20,1,Arizona Cardinals,0.8396168429,0.5389305289
2014,20,17,Miami Dolphins,0.7934216335,0.534311008
2014,20,27,Los Angeles Chargers,0.7844729933,0.533416144
2014,20,11,Detroit Lions,0.7801203625,0.5329808809
2014,20,25,Pittsburgh Steelers,0.5200859541,0.50697744
2014,20,13,Houston Texans,0.4453359577,0.4995024404
2014,20,7,Cincinnati Bengals,0.1030653931,0.4652753839
2014,20,28,San Francisco 49ers,-0.2608482098,0.4288840237
2014,20,5,Carolina Panthers,-0.5027225779,0.4046965868
2014,20,18,Minnesota Vikings,-0.5340351633,0.4015653283
2014,20,20,New Orleans Saints,-0.7517694144,0.3797919032
2014,20,21,New York Giants,-1.038820437,0.3510868009
2014,20,26,Los Angeles Rams,-1.396289756,0.315339869
2014,20,8,Cleveland Browns,-1.457916566,0.3091771881
2014,20,6,Chicago Bears,-1.73799605,0.2811692396
2014,20,22,New York Jets,-1.824432775,0.2725255671
2014,20,2,Atlanta Falcons,-1.96597338,0.2583715066
2014,20,23,Las Vegas Raiders,-3.077096941,0.1472591506
2014,20,32,Washington Commanders,-3.702133412,0.08475550348
2014,20,30,Tampa Bay Buccaneers,-4.134624047,0.04150643994
2014,20,15,Jacksonville Jaguars,-4.349473947,0.02002144994
2014,20,31,Tennessee Titans,-4.549688446,0
2014,21,19,New England Patriots,5.498969342,1
2014,21,29,Seattle Seahawks,4.867660735,0.9368691393
2014,21,14,Indianapolis Colts,2.991594461,0.7492625119
2014,21,12,Green Bay Packers,2.648128683,0.7149159341
2014,21,10,Denver Broncos,2.495454707,0.6996485364
2014,21,3,Baltimore Ravens,2.217897416,0.6718928074
2014,21,9,Dallas Cowboys,1.986872196,0.6487902854
2014,21,24,Philadelphia Eagles,1.392212148,0.5893242806
2014,21,16,Kansas City Chiefs,1.374405597,0.5875436255
2014,21,4,Buffalo Bills,1.346148929,0.5847179587
2014,21,17,Miami Dolphins,0.8914020508,0.5392432709
2014,21,11,Detroit Lions,0.8163986114,0.5317429269
2014,21,27,Los Angeles Chargers,0.779815867,0.5280846525
2014,21,1,Arizona Cardinals,0.7258488779,0.5226879536
2014,21,25,Pittsburgh Steelers,0.538569168,0.5039599826
2014,21,13,Houston Texans,0.4461840017,0.494721466
2014,21,7,Cincinnati Bengals,0.1482920448,0.4649322703
2014,21,28,San Francisco 49ers,-0.3665800717,0.4134450586
2014,21,18,Minnesota Vikings,-0.4793284872,0.4021702171
2014,21,5,Carolina Panthers,-0.5519745806,0.3949056077
2014,21,20,New Orleans Saints,-0.7449907969,0.3756039861
2014,21,21,New York Giants,-1.102248095,0.3398782563
2014,21,8,Cleveland Browns,-1.421893474,0.3079137184
2014,21,26,Los Angeles Rams,-1.491212992,0.3009817666
2014,21,6,Chicago Bears,-1.671252419,0.2829778238
2014,21,22,New York Jets,-1.702789206,0.2798241451
2014,21,2,Atlanta Falcons,-1.947966377,0.2553064281
2014,21,23,Las Vegas Raiders,-3.046266525,0.1454764133
2014,21,32,Washington Commanders,-3.739755607,0.07612750507
2014,21,30,Tampa Bay Buccaneers,-4.095987723,0.04050429346
2014,21,15,Jacksonville Jaguars,-4.302577821,0.01984528364
2014,21,31,Tennessee Titans,-4.501030658,0
2015,1,19,New England Patriots,6.124980971,1
2015,1,29,Seattle Seahawks,4.430541815,0.8305560844
2015,1,4,Buffalo Bills,2.693589585,0.6568608614
2015,1,16,Kansas City Chiefs,2.349850966,0.6224869995
2015,1,12,Green Bay Packers,2.116674394,0.5991693423
2015,1,14,Indianapolis Colts,1.567175746,0.5442194776
2015,1,10,Denver Broncos,1.460150255,0.5335169284
2015,1,9,Dallas Cowboys,1.172103277,0.5047122307
2015,1,22,New York Jets,1.050453921,0.492547295
2015,1,3,Baltimore Ravens,0.9163309467,0.4791349976
2015,1,27,Los Angeles Chargers,0.8109248041,0.4685943833
2015,1,17,Miami Dolphins,0.7326582552,0.4607677284
2015,1,24,Philadelphia Eagles,0.2912548133,0.4166273843
2015,1,28,San Francisco 49ers,0.2510135151,0.4126032544
2015,1,5,Carolina Panthers,0.1183399327,0.3993358962
2015,1,26,Los Angeles Rams,-0.0009062888039,0.387411274
2015,1,1,Arizona Cardinals,-0.1080714994,0.376694753
2015,1,13,Houston Texans,-0.2346306319,0.3640388397
2015,1,21,New York Giants,-0.3551113339,0.3519907695
2015,1,11,Detroit Lions,-0.5178978651,0.3357121164
2015,1,25,Pittsburgh Steelers,-0.6786908036,0.3196328226
2015,1,18,Minnesota Vikings,-0.7956018476,0.3079417182
2015,1,7,Cincinnati Bengals,-0.8651799604,0.3009839069
2015,1,2,Atlanta Falcons,-1.354746528,0.2520272501
2015,1,23,Las Vegas Raiders,-1.63042912,0.2244589909
2015,1,20,New Orleans Saints,-1.877479601,0.1997539429
2015,1,6,Chicago Bears,-2.025827797,0.1849191232
2015,1,8,Cleveland Browns,-2.644240917,0.1230778112
2015,1,31,Tennessee Titans,-2.919217246,0.09558017832
2015,1,32,Washington Commanders,-2.983747219,0.08912718105
2015,1,15,Jacksonville Jaguars,-3.219245511,0.06557735185
2015,1,30,Tampa Bay Buccaneers,-3.875019029,0
2015,2,19,New England Patriots,6.465070976,1
2015,2,29,Seattle Seahawks,3.480268543,0.7015197567
2015,2,12,Green Bay Packers,2.821765689,0.6356694713
2015,2,4,Buffalo Bills,2.232997454,0.5767926478
2015,2,22,New York Jets,1.934016675,0.5468945698
2015,2,10,Denver Broncos,1.790695489,0.5325624513
2015,2,9,Dallas Cowboys,1.60917354,0.5144102563
2015,2,16,Kansas City Chiefs,1.571212438,0.5106141461
2015,2,14,Indianapolis Colts,0.883900652,0.4418829676
2015,2,5,Carolina Panthers,0.828982219,0.4363911243
2015,2,3,Baltimore Ravens,0.5542527832,0.4089181807
2015,2,17,Miami Dolphins,0.3769855482,0.3911914572
2015,2,1,Arizona Cardinals,0.3373052398,0.3872234263
2015,2,25,Pittsburgh Steelers,0.2959498949,0.3830878918
2015,2,7,Cincinnati Bengals,-0.0897173943,0.3445211629
2015,2,27,Los Angeles Chargers,-0.1155110871,0.3419417936
2015,2,18,Minnesota Vikings,-0.2101651334,0.332476389
2015,2,2,Atlanta Falcons,-0.5694815883,0.2965447435
2015,2,28,San Francisco 49ers,-0.5975982281,0.2937330795
2015,2,24,Philadelphia Eagles,-0.6798302734,0.285509875
2015,2,21,New York Giants,-0.8487202058,0.2686208818
2015,2,26,Los Angeles Rams,-1.034181505,0.2500747518
2015,2,13,Houston Texans,-1.039163424,0.2495765599
2015,2,11,Detroit Lions,-1.082129367,0.2452799656
2015,2,23,Las Vegas Raiders,-1.215172725,0.2319756298
2015,2,8,Cleveland Browns,-1.607550982,0.1927378042
2015,2,32,Washington Commanders,-2.208011295,0.1326917729
2015,2,20,New Orleans Saints,-2.215524249,0.1319404774
2015,2,6,Chicago Bears,-2.557362678,0.09775663457
2015,2,15,Jacksonville Jaguars,-2.660176027,0.08747529969
2015,2,30,Tampa Bay Buccaneers,-2.917351955,0.06175770684
2015,2,31,Tennessee Titans,-3.534929024,0
2015,3,19,New England Patriots,6.545379647,1
2015,3,12,Green Bay Packers,3.70902157,0.7163641923
2015,3,29,Seattle Seahawks,3.55844325,0.7013063602
2015,3,4,Buffalo Bills,3.101681355,0.6556301707
2015,3,10,Denver Broncos,2.108713646,0.5563333998
2015,3,22,New York Jets,1.486394049,0.4941014401
2015,3,5,Carolina Panthers,1.450878092,0.4905498445
2015,3,1,Arizona Cardinals,1.027314208,0.448193456
2015,3,9,Dallas Cowboys,0.9680229528,0.4422643305
2015,3,14,Indianapolis Colts,0.8423580758,0.4296978429
2015,3,2,Atlanta Falcons,0.7075026157,0.4162122968
2015,3,16,Kansas City Chiefs,0.6868050587,0.4141425411
2015,3,18,Minnesota Vikings,0.6770105501,0.4131630903
2015,3,25,Pittsburgh Steelers,0.524397699,0.3979018052
2015,3,7,Cincinnati Bengals,0.4327019737,0.3887322326
2015,3,24,Philadelphia Eagles,0.3006137006,0.3755234053
2015,3,3,Baltimore Ravens,0.156994079,0.3611614432
2015,3,21,New York Giants,-0.1677812499,0.3286839103
2015,3,13,Houston Texans,-0.2453505634,0.3209269789
2015,3,17,Miami Dolphins,-0.385724553,0.30688958
2015,3,23,Las Vegas Raiders,-1.065821463,0.238879889
2015,3,28,San Francisco 49ers,-1.283312914,0.2171307438
2015,3,27,Los Angeles Chargers,-1.375529717,0.2079090636
2015,3,26,Los Angeles Rams,-1.61952348,0.1835096873
2015,3,11,Detroit Lions,-1.936188961,0.1518431392
2015,3,8,Cleveland Browns,-2.021807601,0.1432812751
2015,3,20,New Orleans Saints,-2.655265055,0.07993552975
2015,3,32,Washington Commanders,-2.8154316,0.06391887528
2015,3,15,Jacksonville Jaguars,-2.918719769,0.05359005836
2015,3,6,Chicago Bears,-3.055451897,0.03991684556
2015,3,31,Tennessee Titans,-3.283703344,0.01709170084
2015,3,30,Tampa Bay Buccaneers,-3.454620353,0
2015,4,19,New England Patriots,6.324606209,1
2015,4,12,Green Bay Packers,4.220538888,0.7895932679
2015,4,29,Seattle Seahawks,3.163592129,0.683898592
2015,4,5,Carolina Panthers,2.263581495,0.5938975286
2015,4,22,New York Jets,2.147772679,0.5823166469
2015,4,4,Buffalo Bills,2.1082901,0.5783683891
2015,4,10,Denver Broncos,1.975543736,0.5650937527
2015,4,2,Atlanta Falcons,1.846191071,0.5521584862
2015,4,7,Cincinnati Bengals,1.220968073,0.4896361864
2015,4,21,New York Giants,0.9891171885,0.4664510979
2015,4,14,Indianapolis Colts,0.8313098471,0.4506703638
2015,4,1,Arizona Cardinals,0.7923965682,0.4467790359
2015,4,25,Pittsburgh Steelers,0.5517110786,0.4227104869
2015,4,9,Dallas Cowboys,0.5183021455,0.4193695936
2015,4,18,Minnesota Vikings,0.2133398406,0.3888733631
2015,4,3,Baltimore Ravens,0.189460937,0.3864854728
2015,4,24,Philadelphia Eagles,0.1871588624,0.3862552653
2015,4,16,Kansas City Chiefs,-0.7969967768,0.2878397014
2015,4,17,Miami Dolphins,-1.08517202,0.2590221771
2015,4,27,Los Angeles Chargers,-1.265610344,0.2409783447
2015,4,26,Los Angeles Rams,-1.310025226,0.2365368565
2015,4,13,Houston Texans,-1.340924546,0.2334469244
2015,4,23,Las Vegas Raiders,-1.378858855,0.2296534936
2015,4,20,New Orleans Saints,-1.702696744,0.1972697047
2015,4,28,San Francisco 49ers,-1.866169842,0.1809223949
2015,4,8,Cleveland Browns,-1.961422008,0.1713971783
2015,4,11,Detroit Lions,-2.147364779,0.1528029012
2015,4,32,Washington Commanders,-2.193269447,0.1482124344
2015,4,6,Chicago Bears,-2.801709664,0.08736841263
2015,4,15,Jacksonville Jaguars,-2.828038924,0.08473548669
2015,4,31,Tennessee Titans,-3.19022788,0.04851659103
2015,4,30,Tampa Bay Buccaneers,-3.675393791,0
2015,5,19,New England Patriots,6.566608242,1
2015,5,12,Green Bay Packers,4.507148678,0.7940540436
2015,5,22,New York Jets,2.706162484,0.6139554242
2015,5,29,Seattle Seahawks,2.690842512,0.612423427
2015,5,5,Carolina Panthers,2.54442559,0.5977817348
2015,5,2,Atlanta Falcons,2.377042538,0.5810434296
2015,5,4,Buffalo Bills,2.234020597,0.5667412355
2015,5,10,Denver Broncos,2.123513473,0.5556905232
2015,5,7,Cincinnati Bengals,1.44792452,0.4881316278
2015,5,1,Arizona Cardinals,1.232894359,0.4666286118
2015,5,14,Indianapolis Colts,1.190663755,0.4624055513
2015,5,21,New York Giants,0.8773888201,0.4310780578
2015,5,25,Pittsburgh Steelers,0.8736548876,0.4307046646
2015,5,24,Philadelphia Eagles,0.8550926389,0.4288484397
2015,5,18,Minnesota Vikings,0.1053073325,0.3538699091
2015,5,9,Dallas Cowboys,0.09453693367,0.3527928692
2015,5,3,Baltimore Ravens,-0.164017362,0.3269374396
2015,5,16,Kansas City Chiefs,-0.9891064999,0.2444285258
2015,5,17,Miami Dolphins,-1.081608673,0.2351783085
2015,5,8,Cleveland Browns,-1.42588404,0.2007507718
2015,5,23,Las Vegas Raiders,-1.64454881,0.1788842948
2015,5,27,Los Angeles Chargers,-1.83697727,0.1596414488
2015,5,26,Los Angeles Rams,-1.843049669,0.1590342089
2015,5,13,Houston Texans,-1.919314341,0.1514077417
2015,5,20,New Orleans Saints,-2.160688941,0.1272702817
2015,5,28,San Francisco 49ers,-2.169850382,0.1263541376
2015,5,32,Washington Commanders,-2.497983452,0.09354083061
2015,5,31,Tennessee Titans,-2.68179345,0.07515983081
2015,5,6,Chicago Bears,-2.744727,0.06886647579
2015,5,11,Detroit Lions,-2.910987933,0.05224038253
2015,5,30,Tampa Bay Buccaneers,-2.923297782,0.05100939759
2015,5,15,Jacksonville Jaguars,-3.433391758,0
2015,6,19,New England Patriots,6.139062469,1
2015,6,12,Green Bay Packers,4.648040134,0.8508977665
2015,6,22,New York Jets,3.137229916,0.6998167448
2015,6,5,Carolina Panthers,2.996530969,0.68574685
2015,6,29,Seattle Seahawks,2.283659969,0.61445975
2015,6,7,Cincinnati Bengals,2.094370006,0.5955307537
2015,6,10,Denver Broncos,1.912664017,0.5773601548
2015,6,25,Pittsburgh Steelers,1.848374996,0.5709312528
2015,6,2,Atlanta Falcons,1.790953588,0.5651891119
2015,6,24,Philadelphia Eagles,1.310044158,0.5170981689
2015,6,4,Buffalo Bills,1.089440592,0.4950378123
2015,6,18,Minnesota Vikings,0.8457738956,0.4706711427
2015,6,1,Arizona Cardinals,0.7369720585,0.459790959
